#	X	Y	Z
  0.00000   5.88000   6.07650
  0.10010   5.94548   6.07728
  0.20020   6.01166   6.07870
  0.30030   6.07851   6.08074
  0.40040   6.14599   6.08338
  0.50050   6.21407   6.08662
  0.60060   6.28270   6.09043
  0.70070   6.35184   6.09482
  0.80080   6.42146   6.09976
  0.90090   6.49150   6.10525
  1.00100   6.56194   6.11127
  1.10110   6.63271   6.11782
  1.20120   6.70379   6.12487
  1.30130   6.77511   6.13243
  1.40140   6.84665   6.14048
  1.50150   6.91834   6.14900
  1.60160   6.99015   6.15800
  1.70170   7.06202   6.16745
  1.80180   7.13390   6.17735
  1.90190   7.20576   6.18769
  2.00200   7.27753   6.19845
  2.10210   7.34917   6.20963
  2.20220   7.42064   6.22122
  2.30230   7.49188   6.23321
  2.40240   7.56284   6.24558
  2.50250   7.63348   6.25834
  2.60260   7.70374   6.27146
  2.70270   7.77359   6.28494
  2.80280   7.84297   6.29878
  2.90290   7.91183   6.31295
  3.00300   7.98014   6.32746
  3.10310   8.04784   6.34229
  3.20320   8.11489   6.35744
  3.30330   8.18125   6.37290
  3.40340   8.24688   6.38865
  3.50350   8.31173   6.40469
  3.60360   8.37576   6.42102
  3.70370   8.43894   6.43761
  3.80380   8.50123   6.45448
  3.90390   8.56258   6.47160
  4.00400   8.62298   6.48896
  4.10410   8.68237   6.50657
  4.20420   8.74074   6.52441
  4.30430   8.79804   6.54248
  4.40440   8.85425   6.56076
  4.50450   8.90935   6.57925
  4.60460   8.96330   6.59795
  4.70470   9.01609   6.61684
  4.80480   9.06768   6.63591
  4.90490   9.11806   6.65516
  5.00501   9.16721   6.67459
  5.10511   9.21511   6.69418
  5.20521   9.26174   6.71393
  5.30531   9.30709   6.73383
  5.40541   9.35115   6.75387
  5.50551   9.39390   6.77404
  5.60561   9.43533   6.79434
  5.70571   9.47544   6.81477
  5.80581   9.51422   6.83531
  5.90591   9.55165   6.85596
  6.00601   9.58775   6.87670
  6.10611   9.62250   6.89755
  6.20621   9.65590   6.91847
  6.30631   9.68795   6.93948
  6.40641   9.71865   6.96057
  6.50651   9.74801   6.98171
  6.60661   9.77603   7.00292
  6.70671   9.80271   7.02418
  6.80681   9.82805   7.04549
  6.90691   9.85207   7.06684
  7.00701   9.87477   7.08823
  7.10711   9.89616   7.10964
  7.20721   9.91625   7.13107
  7.30731   9.93505   7.15251
  7.40741   9.95256   7.17397
  7.50751   9.96881   7.19542
  7.60761   9.98380   7.21687
  7.70771   9.99754   7.23831
  7.80781  10.01006   7.25973
  7.90791  10.02135   7.28113
  8.00801  10.03145   7.30251
  8.10811  10.04036   7.32384
  8.20821  10.04809   7.34513
  8.30831  10.05467   7.36638
  8.40841  10.06011   7.38757
  8.50851  10.06443   7.40870
  8.60861  10.06764   7.42977
  8.70871  10.06976   7.45076
  8.80881  10.07081   7.47168
  8.90891  10.07081   7.49251
  9.00901  10.06977   7.51326
  9.10911  10.06771   7.53391
  9.20921  10.06465   7.55446
  9.30931  10.06061   7.57490
  9.40941  10.05560   7.59523
  9.50951  10.04966   7.61544
