#	X1	L1(X1)	L2(X1)
  8.66000   7.74522   9.02083
  8.67000   7.74406   9.03125
  8.68000   7.74288   9.04167
  8.69000   7.74170   9.05208
  8.70000   7.74050   9.06250
  8.71000   7.73930   9.07292
  8.72000   7.73808   9.08333
  8.73000   7.73686   9.09375
  8.74000   7.73562   9.10417
  8.75000   7.73438   9.11458
  8.76000   7.73312   9.12500
  8.77000   7.73186   9.13542
  8.78000   7.73058   9.14583
  8.79000   7.72930   9.15625
  8.80000   7.72800   9.16667
  8.81000   7.72670   9.17708
  8.82000   7.72538   9.18750
  8.83000   7.72406   9.19792
  8.84000   7.72272   9.20833
  8.85000   7.72138   9.21875
  8.86000   7.72002   9.22917
  8.87000   7.71866   9.23958
  8.88000   7.71728   9.25000
  8.89000   7.71590   9.26042
  8.90000   7.71450   9.27083
  8.91000   7.71310   9.28125
  8.92000   7.71168   9.29167
  8.93000   7.71026   9.30208
  8.94000   7.70882   9.31250
  8.95000   7.70738   9.32292
  8.96000   7.70592   9.33333
  8.97000   7.70446   9.34375
  8.98000   7.70298   9.35417
  8.99000   7.70150   9.36458
  9.00000   7.70000   9.37500
  9.01000   7.69850   9.38542
  9.02000   7.69698   9.39583
  9.03000   7.69546   9.40625
  9.04000   7.69392   9.41667
  9.05000   7.69238   9.42708
  9.06000   7.69082   9.43750
  9.07000   7.68926   9.44792
  9.08000   7.68768   9.45833
  9.09000   7.68610   9.46875
  9.10000   7.68450   9.47917
  9.11000   7.68290   9.48958
  9.12000   7.68128   9.50000
  9.13000   7.67966   9.51042
  9.14000   7.67802   9.52083
  9.15000   7.67638   9.53125
  9.16000   7.67472   9.54167
  9.17000   7.67306   9.55208
  9.18000   7.67138   9.56250
  9.19000   7.66970   9.57292
  9.20000   7.66800   9.58333
  9.21000   7.66630   9.59375
  9.22000   7.66458   9.60417
  9.23000   7.66286   9.61458
  9.24000   7.66112   9.62500
  9.25000   7.65938   9.63542
  9.26000   7.65762   9.64583
  9.27000   7.65586   9.65625
  9.28000   7.65408   9.66667
  9.29000   7.65230   9.67708
  9.30000   7.65050   9.68750
  9.31000   7.64870   9.69792
  9.32000   7.64688   9.70833
  9.33000   7.64506   9.71875
  9.34000   7.64322   9.72917
  9.35000   7.64138   9.73958
  9.36000   7.63952   9.75000
  9.37000   7.63766   9.76042
  9.38000   7.63578   9.77083
  9.39000   7.63390   9.78125
  9.40000   7.63200   9.79167
  9.41000   7.63010   9.80208
  9.42000   7.62818   9.81250
  9.43000   7.62626   9.82292
  9.44000   7.62432   9.83333
  9.45000   7.62238   9.84375
  9.46000   7.62042   9.85417
  9.47000   7.61846   9.86458
  9.48000   7.61648   9.87500
  9.49000   7.61450   9.88542
  9.50000   7.61250   9.89583
  9.51000   7.61050   9.90625
  9.52000   7.60848   9.91667
  9.53000   7.60646   9.92708
  9.54000   7.60442   9.93750
  9.55000   7.60238   9.94792
  9.56000   7.60032   9.95833
  9.57000   7.59826   9.96875
  9.58000   7.59618   9.97917
  9.59000   7.59410   9.98958
  9.60000   7.59200  10.00000
  9.61000   7.58990  10.01042
  9.62000   7.58778  10.02083
  9.63000   7.58566  10.03125
  9.64000   7.58352  10.04167
  9.65000   7.58138  10.05208
  9.66000   7.57922  10.06250
  9.67000   7.57706  10.07292
  9.68000   7.57488  10.08333
  9.69000   7.57270  10.09375
  9.70000   7.57050  10.10417
  9.71000   7.56830  10.11458
  9.72000   7.56608  10.12500
  9.73000   7.56386  10.13542
  9.74000   7.56162  10.14583
  9.75000   7.55938  10.15625
  9.76000   7.55712  10.16667
  9.77000   7.55486  10.17708
  9.78000   7.55258  10.18750
  9.79000   7.55030  10.19792
  9.80000   7.54800  10.20833
  9.81000   7.54570  10.21875
  9.82000   7.54338  10.22917
  9.83000   7.54106  10.23958
  9.84000   7.53872  10.25000
  9.85000   7.53638  10.26042
  9.86000   7.53402  10.27083
  9.87000   7.53166  10.28125
  9.88000   7.52928  10.29167
  9.89000   7.52690  10.30208
  9.90000   7.52450  10.31250
  9.91000   7.52210  10.32292
  9.92000   7.51968  10.33333
  9.93000   7.51726  10.34375
  9.94000   7.51482  10.35417
  9.95000   7.51238  10.36458
  9.96000   7.50992  10.37500
  9.97000   7.50746  10.38542
  9.98000   7.50498  10.39583
  9.99000   7.50250  10.40625
 10.00000   7.50000  10.41667
 10.01000   7.49750  10.42708
 10.02000   7.49498  10.43750
 10.03000   7.49246  10.44792
 10.04000   7.48992  10.45833
 10.05000   7.48738  10.46875
 10.06000   7.48482  10.47917
 10.07000   7.48226  10.48958
 10.08000   7.47968  10.50000
 10.09000   7.47710  10.51042
 10.10000   7.47450  10.52083
 10.11000   7.47190  10.53125
 10.12000   7.46928  10.54167
 10.13000   7.46666  10.55208
 10.14000   7.46402  10.56250
 10.15000   7.46138  10.57292
 10.16000   7.45872  10.58333
 10.17000   7.45606  10.59375
 10.18000   7.45338  10.60417
 10.19000   7.45070  10.61458
 10.20000   7.44800  10.62500
 10.21000   7.44530  10.63542
 10.22000   7.44258  10.64583
 10.23000   7.43986  10.65625
 10.24000   7.43712  10.66667
 10.25000   7.43438  10.67708
 10.26000   7.43162  10.68750
 10.27000   7.42886  10.69792
 10.28000   7.42608  10.70833
 10.29000   7.42330  10.71875
 10.30000   7.42050  10.72917
 10.31000   7.41770  10.73958
 10.32000   7.41488  10.75000
 10.33000   7.41206  10.76042
 10.34000   7.40922  10.77083
 10.35000   7.40638  10.78125
 10.36000   7.40352  10.79167
 10.37000   7.40066  10.80208
 10.38000   7.39778  10.81250
 10.39000   7.39490  10.82292
 10.40000   7.39200  10.83333
 10.41000   7.38910  10.84375
 10.42000   7.38618  10.85417
 10.43000   7.38326  10.86458
 10.44000   7.38032  10.87500
 10.45000   7.37738  10.88542
 10.46000   7.37442  10.89583
 10.47000   7.37146  10.90625
 10.48000   7.36848  10.91667
 10.49000   7.36550  10.92708
 10.50000   7.36250  10.93750
 10.51000   7.35950  10.94792
 10.52000   7.35648  10.95833
 10.53000   7.35346  10.96875
 10.54000   7.35042  10.97917
 10.55000   7.34738  10.98958
 10.56000   7.34432  11.00000
 10.57000   7.34126  11.01042
 10.58000   7.33818  11.02083
 10.59000   7.33510  11.03125
 10.60000   7.33200  11.04167
 10.61000   7.32890  11.05208
 10.62000   7.32578  11.06250
 10.63000   7.32266  11.07292
 10.64000   7.31952  11.08333
 10.65000   7.31638  11.09375
 10.66000   7.31322  11.10417
 10.67000   7.31006  11.11458
 10.68000   7.30688  11.12500
 10.69000   7.30370  11.13542
 10.70000   7.30050  11.14583
 10.71000   7.29730  11.15625
 10.72000   7.29408  11.16667
 10.73000   7.29086  11.17708
 10.74000   7.28762  11.18750
 10.75000   7.28438  11.19792
 10.76000   7.28112  11.20833
 10.77000   7.27786  11.21875
 10.78000   7.27458  11.22917
 10.79000   7.27130  11.23958
 10.80000   7.26800  11.25000
 10.81000   7.26470  11.26042
 10.82000   7.26138  11.27083
 10.83000   7.25806  11.28125
 10.84000   7.25472  11.29167
 10.85000   7.25138  11.30208
 10.86000   7.24802  11.31250
 10.87000   7.24466  11.32292
 10.88000   7.24128  11.33333
 10.89000   7.23790  11.34375
 10.90000   7.23450  11.35417
 10.91000   7.23110  11.36458
 10.92000   7.22768  11.37500
 10.93000   7.22426  11.38542
 10.94000   7.22082  11.39583
 10.95000   7.21738  11.40625
 10.96000   7.21392  11.41667
 10.97000   7.21046  11.42708
 10.98000   7.20698  11.43750
 10.99000   7.20350  11.44792
 11.00000   7.20000  11.45833
 11.01000   7.19650  11.46875
 11.02000   7.19298  11.47917
 11.03000   7.18946  11.48958
 11.04000   7.18592  11.50000
 11.05000   7.18238  11.51042
 11.06000   7.17882  11.52083
 11.07000   7.17526  11.53125
 11.08000   7.17168  11.54167
 11.09000   7.16810  11.55208
 11.10000   7.16450  11.56250
 11.11000   7.16090  11.57292
 11.12000   7.15728  11.58333
 11.13000   7.15366  11.59375
 11.14000   7.15002  11.60417
 11.15000   7.14638  11.61458
 11.16000   7.14272  11.62500
 11.17000   7.13906  11.63542
 11.18000   7.13538  11.64583
 11.19000   7.13170  11.65625
 11.20000   7.12800  11.66667
 11.21000   7.12430  11.67708
 11.22000   7.12058  11.68750
 11.23000   7.11686  11.69792
 11.24000   7.11312  11.70833
 11.25000   7.10938  11.71875
 11.26000   7.10562  11.72917
 11.27000   7.10186  11.73958
 11.28000   7.09808  11.75000
 11.29000   7.09430  11.76042
 11.30000   7.09050  11.77083
 11.31000   7.08670  11.78125
 11.32000   7.08288  11.79167
 11.33000   7.07906  11.80208
 11.34000   7.07522  11.81250
 11.35000   7.07138  11.82292
 11.36000   7.06752  11.83333
 11.37000   7.06366  11.84375
 11.38000   7.05978  11.85417
 11.39000   7.05590  11.86458
 11.40000   7.05200  11.87500
 11.41000   7.04810  11.88542
 11.42000   7.04418  11.89583
 11.43000   7.04026  11.90625
 11.44000   7.03632  11.91667
 11.45000   7.03238  11.92708
 11.46000   7.02842  11.93750
 11.47000   7.02446  11.94792
 11.48000   7.02048  11.95833
 11.49000   7.01650  11.96875
 11.50000   7.01250  11.97917
 11.51000   7.00850  11.98958
 11.52000   7.00448  12.00000
 11.53000   7.00046  12.01042
 11.54000   6.99642  12.02083
 11.55000   6.99238  12.03125
 11.56000   6.98832  12.04167
 11.57000   6.98426  12.05208
 11.58000   6.98018  12.06250
 11.59000   6.97610  12.07292
 11.60000   6.97200  12.08333
 11.61000   6.96790  12.09375
 11.62000   6.96378  12.10417
 11.63000   6.95966  12.11458
 11.64000   6.95552  12.12500
 11.65000   6.95138  12.13542
 11.66000   6.94722  12.14583
 11.67000   6.94306  12.15625
 11.68000   6.93888  12.16667
 11.69000   6.93470  12.17708
 11.70000   6.93050  12.18750
 11.71000   6.92630  12.19792
 11.72000   6.92208  12.20833
 11.73000   6.91786  12.21875
 11.74000   6.91362  12.22917
 11.75000   6.90938  12.23958
 11.76000   6.90512  12.25000
 11.77000   6.90086  12.26042
 11.78000   6.89658  12.27083
 11.79000   6.89230  12.28125
 11.80000   6.88800  12.29167
 11.81000   6.88370  12.30208
 11.82000   6.87938  12.31250
 11.83000   6.87506  12.32292
 11.84000   6.87072  12.33333
 11.85000   6.86638  12.34375
 11.86000   6.86202  12.35417
 11.87000   6.85766  12.36458
 11.88000   6.85328  12.37500
 11.89000   6.84890  12.38542
 11.90000   6.84450  12.39583
 11.91000   6.84010  12.40625
 11.92000   6.83568  12.41667
 11.93000   6.83126  12.42708
 11.94000   6.82682  12.43750
 11.95000   6.82238  12.44792
 11.96000   6.81792  12.45833
 11.97000   6.81346  12.46875
 11.98000   6.80898  12.47917
 11.99000   6.80450  12.48958
 12.00000   6.80000  12.50000
 12.01000   6.79550  12.51042
 12.02000   6.79098  12.52083
 12.03000   6.78646  12.53125
 12.04000   6.78192  12.54167
 12.05000   6.77738  12.55208
 12.06000   6.77282  12.56250
 12.07000   6.76826  12.57292
 12.08000   6.76368  12.58333
 12.09000   6.75910  12.59375
 12.10000   6.75450  12.60417
 12.11000   6.74990  12.61458
 12.12000   6.74528  12.62500
 12.13000   6.74066  12.63542
 12.14000   6.73602  12.64583
 12.15000   6.73138  12.65625
 12.16000   6.72672  12.66667
 12.17000   6.72206  12.67708
 12.18000   6.71738  12.68750
 12.19000   6.71270  12.69792
 12.20000   6.70800  12.70833
 12.21000   6.70330  12.71875
 12.22000   6.69858  12.72917
 12.23000   6.69386  12.73958
 12.24000   6.68912  12.75000
 12.25000   6.68438  12.76042
 12.26000   6.67962  12.77083
 12.27000   6.67486  12.78125
 12.28000   6.67008  12.79167
 12.29000   6.66530  12.80208
 12.30000   6.66050  12.81250
 12.31000   6.65570  12.82292
 12.32000   6.65088  12.83333
 12.33000   6.64606  12.84375
 12.34000   6.64122  12.85417
 12.35000   6.63638  12.86458
 12.36000   6.63152  12.87500
 12.37000   6.62666  12.88542
 12.38000   6.62178  12.89583
 12.39000   6.61690  12.90625
 12.40000   6.61200  12.91667
 12.41000   6.60710  12.92708
 12.42000   6.60218  12.93750
 12.43000   6.59726  12.94792
 12.44000   6.59232  12.95833
 12.45000   6.58738  12.96875
 12.46000   6.58242  12.97917
 12.47000   6.57746  12.98958
 12.48000   6.57248  13.00000
 12.49000   6.56750  13.01042
 12.50000   6.56250  13.02083
 12.51000   6.55750  13.03125
 12.52000   6.55248  13.04167
 12.53000   6.54746  13.05208
 12.54000   6.54242  13.06250
 12.55000   6.53738  13.07292
 12.56000   6.53232  13.08333
 12.57000   6.52726  13.09375
 12.58000   6.52218  13.10417
 12.59000   6.51710  13.11458
 12.60000   6.51200  13.12500
 12.61000   6.50690  13.13542
 12.62000   6.50178  13.14583
 12.63000   6.49666  13.15625
 12.64000   6.49152  13.16667
 12.65000   6.48638  13.17708
 12.66000   6.48122  13.18750
 12.67000   6.47606  13.19792
 12.68000   6.47088  13.20833
 12.69000   6.46570  13.21875
 12.70000   6.46050  13.22917
 12.71000   6.45530  13.23958
 12.72000   6.45008  13.25000
 12.73000   6.44486  13.26042
 12.74000   6.43962  13.27083
 12.75000   6.43438  13.28125
 12.76000   6.42912  13.29167
 12.77000   6.42386  13.30208
 12.78000   6.41858  13.31250
 12.79000   6.41330  13.32292
 12.80000   6.40800  13.33333
 12.81000   6.40270  13.34375
 12.82000   6.39738  13.35417
 12.83000   6.39206  13.36458
 12.84000   6.38672  13.37500
 12.85000   6.38138  13.38542
 12.86000   6.37602  13.39583
 12.87000   6.37066  13.40625
 12.88000   6.36528  13.41667
 12.89000   6.35990  13.42708
 12.90000   6.35450  13.43750
 12.91000   6.34910  13.44792
 12.92000   6.34368  13.45833
 12.93000   6.33826  13.46875
 12.94000   6.33282  13.47917
 12.95000   6.32738  13.48958
 12.96000   6.32192  13.50000
 12.97000   6.31646  13.51042
 12.98000   6.31098  13.52083
 12.99000   6.30550  13.53125
 13.00000   6.30000  13.54167
 13.01000   6.29450  13.55208
 13.02000   6.28898  13.56250
 13.03000   6.28346  13.57292
 13.04000   6.27792  13.58333
 13.05000   6.27238  13.59375
 13.06000   6.26682  13.60417
 13.07000   6.26126  13.61458
 13.08000   6.25568  13.62500
 13.09000   6.25010  13.63542
 13.10000   6.24450  13.64583
 13.11000   6.23890  13.65625
 13.12000   6.23328  13.66667
 13.13000   6.22766  13.67708
 13.14000   6.22202  13.68750
 13.15000   6.21638  13.69792
 13.16000   6.21072  13.70833
 13.17000   6.20506  13.71875
 13.18000   6.19938  13.72917
 13.19000   6.19370  13.73958
 13.20000   6.18800  13.75000
 13.21000   6.18230  13.76042
 13.22000   6.17658  13.77083
 13.23000   6.17086  13.78125
 13.24000   6.16512  13.79167
 13.25000   6.15938  13.80208
 13.26000   6.15362  13.81250
 13.27000   6.14786  13.82292
 13.28000   6.14208  13.83333
 13.29000   6.13630  13.84375
 13.30000   6.13050  13.85417
 13.31000   6.12470  13.86458
 13.32000   6.11888  13.87500
 13.33000   6.11306  13.88542
 13.34000   6.10722  13.89583
 13.35000   6.10138  13.90625
 13.36000   6.09552  13.91667
 13.37000   6.08966  13.92708
 13.38000   6.08378  13.93750
 13.39000   6.07790  13.94792
 13.40000   6.07200  13.95833
 13.41000   6.06610  13.96875
 13.42000   6.06018  13.97917
 13.43000   6.05426  13.98958
 13.44000   6.04832  14.00000
 13.45000   6.04238  14.01042
 13.46000   6.03642  14.02083
 13.47000   6.03046  14.03125
 13.48000   6.02448  14.04167
 13.49000   6.01850  14.05208
 13.50000   6.01250  14.06250
 13.51000   6.00650  14.07292
 13.52000   6.00048  14.08333
 13.53000   5.99446  14.09375
 13.54000   5.98842  14.10417
 13.55000   5.98238  14.11458
 13.56000   5.97632  14.12500
 13.57000   5.97026  14.13542
 13.58000   5.96418  14.14583
 13.59000   5.95810  14.15625
 13.60000   5.95200  14.16667
 13.61000   5.94590  14.17708
 13.62000   5.93978  14.18750
 13.63000   5.93366  14.19792
 13.64000   5.92752  14.20833
 13.65000   5.92138  14.21875
 13.66000   5.91522  14.22917
 13.67000   5.90906  14.23958
 13.68000   5.90288  14.25000
 13.69000   5.89670  14.26042
 13.70000   5.89050  14.27083
 13.71000   5.88430  14.28125
 13.72000   5.87808  14.29167
 13.73000   5.87186  14.30208
 13.74000   5.86562  14.31250
 13.75000   5.85938  14.32292
 13.76000   5.85312  14.33333
 13.77000   5.84686  14.34375
 13.78000   5.84058  14.35417
 13.79000   5.83430  14.36458
 13.80000   5.82800  14.37500
 13.81000   5.82170  14.38542
 13.82000   5.81538  14.39583
 13.83000   5.80906  14.40625
 13.84000   5.80272  14.41667
 13.85000   5.79638  14.42708
 13.86000   5.79002  14.43750
 13.87000   5.78366  14.44792
 13.88000   5.77728  14.45833
 13.89000   5.77090  14.46875
 13.90000   5.76450  14.47917
 13.91000   5.75810  14.48958
 13.92000   5.75168  14.50000
 13.93000   5.74526  14.51042
 13.94000   5.73882  14.52083
 13.95000   5.73238  14.53125
 13.96000   5.72592  14.54167
 13.97000   5.71946  14.55208
 13.98000   5.71298  14.56250
 13.99000   5.70650  14.57292
 14.00000   5.70000  14.58333
 14.01000   5.69350  14.59375
 14.02000   5.68698  14.60417
 14.03000   5.68046  14.61458
 14.04000   5.67392  14.62500
 14.05000   5.66738  14.63542
 14.06000   5.66082  14.64583
 14.07000   5.65426  14.65625
 14.08000   5.64768  14.66667
 14.09000   5.64110  14.67708
 14.10000   5.63450  14.68750
 14.11000   5.62790  14.69792
 14.12000   5.62128  14.70833
 14.13000   5.61466  14.71875
 14.14000   5.60802  14.72917
 14.15000   5.60138  14.73958
 14.16000   5.59472  14.75000
 14.17000   5.58806  14.76042
 14.18000   5.58138  14.77083
 14.19000   5.57470  14.78125
 14.20000   5.56800  14.79167
 14.21000   5.56130  14.80208
 14.22000   5.55458  14.81250
 14.23000   5.54786  14.82292
 14.24000   5.54112  14.83333
 14.25000   5.53438  14.84375
 14.26000   5.52762  14.85417
 14.27000   5.52086  14.86458
 14.28000   5.51408  14.87500
 14.29000   5.50730  14.88542
 14.30000   5.50050  14.89583
 14.31000   5.49370  14.90625
 14.32000   5.48688  14.91667
 14.33000   5.48006  14.92708
 14.34000   5.47322  14.93750
 14.35000   5.46638  14.94792
 14.36000   5.45952  14.95833
 14.37000   5.45266  14.96875
 14.38000   5.44578  14.97917
 14.39000   5.43890  14.98958
 14.40000   5.43200  15.00000
 14.41000   5.42510  15.01042
 14.42000   5.41818  15.02083
 14.43000   5.41126  15.03125
 14.44000   5.40432  15.04167
 14.45000   5.39738  15.05208
 14.46000   5.39042  15.06250
 14.47000   5.38346  15.07292
 14.48000   5.37648  15.08333
 14.49000   5.36950  15.09375
 14.50000   5.36250  15.10417
 14.51000   5.35550  15.11458
 14.52000   5.34848  15.12500
 14.53000   5.34146  15.13542
 14.54000   5.33442  15.14583
 14.55000   5.32738  15.15625
 14.56000   5.32032  15.16667
 14.57000   5.31326  15.17708
 14.58000   5.30618  15.18750
 14.59000   5.29910  15.19792
 14.60000   5.29200  15.20833
 14.61000   5.28490  15.21875
 14.62000   5.27778  15.22917
 14.63000   5.27066  15.23958
 14.64000   5.26352  15.25000
 14.65000   5.25638  15.26042
 14.66000   5.24922  15.27083
 14.67000   5.24206  15.28125
 14.68000   5.23488  15.29167
 14.69000   5.22770  15.30208
 14.70000   5.22050  15.31250
 14.71000   5.21330  15.32292
 14.72000   5.20608  15.33333
 14.73000   5.19886  15.34375
 14.74000   5.19162  15.35417
 14.75000   5.18438  15.36458
 14.76000   5.17712  15.37500
 14.77000   5.16986  15.38542
 14.78000   5.16258  15.39583
 14.79000   5.15530  15.40625
 14.80000   5.14800  15.41667
 14.81000   5.14070  15.42708
 14.82000   5.13338  15.43750
 14.83000   5.12606  15.44792
 14.84000   5.11872  15.45833
 14.85000   5.11138  15.46875
 14.86000   5.10402  15.47917
 14.87000   5.09666  15.48958
 14.88000   5.08928  15.50000
 14.89000   5.08190  15.51042
 14.90000   5.07450  15.52083
 14.91000   5.06710  15.53125
 14.92000   5.05968  15.54167
 14.93000   5.05226  15.55208
 14.94000   5.04482  15.56250
 14.95000   5.03738  15.57292
 14.96000   5.02992  15.58333
 14.97000   5.02246  15.59375
 14.98000   5.01498  15.60417
 14.99000   5.00750  15.61458
 15.00000   5.00000  15.62500
 15.01000   4.99250  15.63542
 15.02000   4.98498  15.64583
 15.03000   4.97746  15.65625
 15.04000   4.96992  15.66667
 15.05000   4.96238  15.67708
 15.06000   4.95482  15.68750
 15.07000   4.94726  15.69792
 15.08000   4.93968  15.70833
 15.09000   4.93210  15.71875
 15.10000   4.92450  15.72917
 15.11000   4.91690  15.73958
 15.12000   4.90928  15.75000
 15.13000   4.90166  15.76042
 15.14000   4.89402  15.77083
 15.15000   4.88638  15.78125
 15.16000   4.87872  15.79167
 15.17000   4.87106  15.80208
 15.18000   4.86338  15.81250
 15.19000   4.85570  15.82292
 15.20000   4.84800  15.83333
 15.21000   4.84030  15.84375
 15.22000   4.83258  15.85417
 15.23000   4.82486  15.86458
 15.24000   4.81712  15.87500
 15.25000   4.80938  15.88542
 15.26000   4.80162  15.89583
 15.27000   4.79386  15.90625
 15.28000   4.78608  15.91667
 15.29000   4.77830  15.92708
 15.30000   4.77050  15.93750
 15.31000   4.76270  15.94792
 15.32000   4.75488  15.95833
 15.33000   4.74706  15.96875
 15.34000   4.73922  15.97917
 15.35000   4.73138  15.98958
 15.36000   4.72352  16.00000
 15.37000   4.71566  16.01042
 15.38000   4.70778  16.02083
 15.39000   4.69990  16.03125
 15.40000   4.69200  16.04167
 15.41000   4.68410  16.05208
 15.42000   4.67618  16.06250
 15.43000   4.66826  16.07292
 15.44000   4.66032  16.08333
 15.45000   4.65238  16.09375
 15.46000   4.64442  16.10417
 15.47000   4.63646  16.11458
 15.48000   4.62848  16.12500
 15.49000   4.62050  16.13542
 15.50000   4.61250  16.14583
 15.51000   4.60450  16.15625
 15.52000   4.59648  16.16667
 15.53000   4.58846  16.17708
 15.54000   4.58042  16.18750
 15.55000   4.57238  16.19792
 15.56000   4.56432  16.20833
 15.57000   4.55626  16.21875
 15.58000   4.54818  16.22917
 15.59000   4.54010  16.23958
 15.60000   4.53200  16.25000
 15.61000   4.52390  16.26042
 15.62000   4.51578  16.27083
 15.63000   4.50766  16.28125
 15.64000   4.49952  16.29167
 15.65000   4.49138  16.30208
 15.66000   4.48322  16.31250
 15.67000   4.47506  16.32292
 15.68000   4.46688  16.33333
 15.69000   4.45870  16.34375
 15.70000   4.45050  16.35417
 15.71000   4.44230  16.36458
 15.72000   4.43408  16.37500
 15.73000   4.42586  16.38542
 15.74000   4.41762  16.39583
 15.75000   4.40938  16.40625
 15.76000   4.40112  16.41667
 15.77000   4.39286  16.42708
 15.78000   4.38458  16.43750
 15.79000   4.37630  16.44792
 15.80000   4.36800  16.45833
 15.81000   4.35970  16.46875
 15.82000   4.35138  16.47917
 15.83000   4.34306  16.48958
 15.84000   4.33472  16.50000
 15.85000   4.32638  16.51042
 15.86000   4.31802  16.52083
 15.87000   4.30966  16.53125
 15.88000   4.30128  16.54167
 15.89000   4.29290  16.55208
 15.90000   4.28450  16.56250
 15.91000   4.27610  16.57292
 15.92000   4.26768  16.58333
 15.93000   4.25926  16.59375
 15.94000   4.25082  16.60417
 15.95000   4.24238  16.61458
 15.96000   4.23392  16.62500
 15.97000   4.22546  16.63542
 15.98000   4.21698  16.64583
 15.99000   4.20850  16.65625
 16.00000   4.20000  16.66667
 16.01000   4.19150  16.67708
 16.02000   4.18298  16.68750
 16.03000   4.17446  16.69792
 16.04000   4.16592  16.70833
 16.05000   4.15738  16.71875
 16.06000   4.14882  16.72917
 16.07000   4.14026  16.73958
 16.08000   4.13168  16.75000
 16.09000   4.12310  16.76042
 16.10000   4.11450  16.77083
 16.11000   4.10590  16.78125
 16.12000   4.09728  16.79167
 16.13000   4.08866  16.80208
 16.14000   4.08002  16.81250
 16.15000   4.07138  16.82292
 16.16000   4.06272  16.83333
 16.17000   4.05406  16.84375
 16.18000   4.04538  16.85417
 16.19000   4.03670  16.86458
 16.20000   4.02800  16.87500
 16.21000   4.01930  16.88542
 16.22000   4.01058  16.89583
 16.23000   4.00186  16.90625
 16.24000   3.99312  16.91667
 16.25000   3.98438  16.92708
 16.26000   3.97562  16.93750
 16.27000   3.96686  16.94792
 16.28000   3.95808  16.95833
 16.29000   3.94930  16.96875
 16.30000   3.94050  16.97917
 16.31000   3.93170  16.98958
 16.32000   3.92288  17.00000
 16.33000   3.91406  17.01042
 16.34000   3.90522  17.02083
 16.35000   3.89638  17.03125
 16.36000   3.88752  17.04167
 16.37000   3.87866  17.05208
 16.38000   3.86978  17.06250
 16.39000   3.86090  17.07292
 16.40000   3.85200  17.08333
 16.41000   3.84310  17.09375
 16.42000   3.83418  17.10417
 16.43000   3.82526  17.11458
 16.44000   3.81632  17.12500
 16.45000   3.80738  17.13542
 16.46000   3.79842  17.14583
 16.47000   3.78946  17.15625
 16.48000   3.78048  17.16667
 16.49000   3.77150  17.17708
 16.50000   3.76250  17.18750
 16.51000   3.75350  17.19792
 16.52000   3.74448  17.20833
 16.53000   3.73546  17.21875
 16.54000   3.72642  17.22917
 16.55000   3.71738  17.23958
 16.56000   3.70832  17.25000
 16.57000   3.69926  17.26042
 16.58000   3.69018  17.27083
 16.59000   3.68110  17.28125
 16.60000   3.67200  17.29167
 16.61000   3.66290  17.30208
 16.62000   3.65378  17.31250
 16.63000   3.64466  17.32292
 16.64000   3.63552  17.33333
 16.65000   3.62638  17.34375
 16.66000   3.61722  17.35417
 16.67000   3.60806  17.36458
 16.68000   3.59888  17.37500
 16.69000   3.58970  17.38542
 16.70000   3.58050  17.39583
 16.71000   3.57130  17.40625
 16.72000   3.56208  17.41667
 16.73000   3.55286  17.42708
 16.74000   3.54362  17.43750
 16.75000   3.53438  17.44792
 16.76000   3.52512  17.45833
 16.77000   3.51586  17.46875
 16.78000   3.50658  17.47917
 16.79000   3.49730  17.48958
 16.80000   3.48800  17.50000
 16.81000   3.47870  17.51042
 16.82000   3.46938  17.52083
 16.83000   3.46006  17.53125
 16.84000   3.45072  17.54167
 16.85000   3.44138  17.55208
 16.86000   3.43202  17.56250
 16.87000   3.42266  17.57292
 16.88000   3.41328  17.58333
 16.89000   3.40390  17.59375
 16.90000   3.39450  17.60417
 16.91000   3.38510  17.61458
 16.92000   3.37568  17.62500
 16.93000   3.36626  17.63542
 16.94000   3.35682  17.64583
 16.95000   3.34738  17.65625
 16.96000   3.33792  17.66667
 16.97000   3.32846  17.67708
 16.98000   3.31898  17.68750
 16.99000   3.30950  17.69792
 17.00000   3.30000  17.70833
 17.01000   3.29050  17.71875
 17.02000   3.28098  17.72917
 17.03000   3.27146  17.73958
 17.04000   3.26192  17.75000
 17.05000   3.25238  17.76042
 17.06000   3.24282  17.77083
 17.07000   3.23326  17.78125
 17.08000   3.22368  17.79167
 17.09000   3.21410  17.80208
 17.10000   3.20450  17.81250
 17.11000   3.19490  17.82292
 17.12000   3.18528  17.83333
 17.13000   3.17566  17.84375
 17.14000   3.16602  17.85417
 17.15000   3.15638  17.86458
 17.16000   3.14672  17.87500
 17.17000   3.13706  17.88542
 17.18000   3.12738  17.89583
 17.19000   3.11770  17.90625
 17.20000   3.10800  17.91667
 17.21000   3.09830  17.92708
 17.22000   3.08858  17.93750
 17.23000   3.07886  17.94792
 17.24000   3.06912  17.95833
 17.25000   3.05938  17.96875
 17.26000   3.04962  17.97917
 17.27000   3.03986  17.98958
 17.28000   3.03008  18.00000
 17.29000   3.02030  18.01042
 17.30000   3.01050  18.02083
 17.31000   3.00070  18.03125
 17.32000   2.99088  18.04167
 17.33000   2.98106  18.05208
 17.34000   2.97122  18.06250
 17.35000   2.96138  18.07292
 17.36000   2.95152  18.08333
 17.37000   2.94166  18.09375
 17.38000   2.93178  18.10417
