#	X1	L1(X1)	L2(X1)
 17.39000   2.92190  18.11458
 17.40000   2.91200  18.12500
 17.41000   2.90210  18.13542
 17.42000   2.89218  18.14583
 17.43000   2.88226  18.15625
 17.44000   2.87232  18.16667
 17.45000   2.86238  18.17708
 17.46000   2.85242  18.18750
 17.47000   2.84246  18.19792
 17.48000   2.83248  18.20833
 17.49000   2.82250  18.21875
 17.50000   2.81250  18.22917
 17.51000   2.80250  18.23958
 17.52000   2.79248  18.25000
 17.53000   2.78246  18.26042
 17.54000   2.77242  18.27083
 17.55000   2.76238  18.28125
 17.56000   2.75232  18.29167
 17.57000   2.74226  18.30208
 17.58000   2.73218  18.31250
 17.59000   2.72210  18.32292
 17.60000   2.71200  18.33333
 17.61000   2.70190  18.34375
 17.62000   2.69178  18.35417
 17.63000   2.68166  18.36458
 17.64000   2.67152  18.37500
 17.65000   2.66138  18.38542
 17.66000   2.65122  18.39583
 17.67000   2.64106  18.40625
 17.68000   2.63088  18.41667
 17.69000   2.62070  18.42708
 17.70000   2.61050  18.43750
 17.71000   2.60030  18.44792
 17.72000   2.59008  18.45833
 17.73000   2.57986  18.46875
 17.74000   2.56962  18.47917
 17.75000   2.55938  18.48958
 17.76000   2.54912  18.50000
 17.77000   2.53886  18.51042
 17.78000   2.52858  18.52083
 17.79000   2.51830  18.53125
 17.80000   2.50800  18.54167
 17.81000   2.49770  18.55208
 17.82000   2.48738  18.56250
 17.83000   2.47706  18.57292
 17.84000   2.46672  18.58333
 17.85000   2.45638  18.59375
 17.86000   2.44602  18.60417
 17.87000   2.43566  18.61458
 17.88000   2.42528  18.62500
 17.89000   2.41490  18.63542
 17.90000   2.40450  18.64583
 17.91000   2.39410  18.65625
 17.92000   2.38368  18.66667
 17.93000   2.37325  18.67708
 17.94000   2.36282  18.68750
 17.95000   2.35237  18.69792
 17.96000   2.34192  18.70833
 17.97000   2.33145  18.71875
 17.98000   2.32098  18.72917
 17.99000   2.31049  18.73958
 18.00000   2.30000  18.75000
 18.01000   2.28949  18.76042
 18.02000   2.27898  18.77083
 18.03000   2.26845  18.78125
 18.04000   2.25792  18.79167
 18.05000   2.24737  18.80208
 18.06000   2.23682  18.81250
 18.07000   2.22625  18.82292
 18.08000   2.21568  18.83333
 18.09000   2.20509  18.84375
 18.10000   2.19450  18.85417
 18.11000   2.18389  18.86458
 18.12000   2.17328  18.87500
 18.13000   2.16265  18.88542
 18.14000   2.15202  18.89583
 18.15000   2.14137  18.90625
 18.16000   2.13072  18.91667
 18.17000   2.12005  18.92708
 18.18000   2.10938  18.93750
 18.19000   2.09869  18.94792
 18.20000   2.08800  18.95833
 18.21000   2.07729  18.96875
 18.22000   2.06658  18.97917
 18.23000   2.05585  18.98958
 18.24000   2.04512  19.00000
 18.25000   2.03437  19.01042
 18.26000   2.02362  19.02083
 18.27000   2.01285  19.03125
 18.28000   2.00208  19.04167
 18.29000   1.99129  19.05208
 18.30000   1.98050  19.06250
 18.31000   1.96969  19.07292
 18.32000   1.95888  19.08333
 18.33000   1.94805  19.09375
 18.34000   1.93722  19.10417
 18.35000   1.92637  19.11458
 18.36000   1.91552  19.12500
 18.37000   1.90465  19.13542
 18.38000   1.89378  19.14583
 18.39000   1.88289  19.15625
 18.40000   1.87200  19.16667
 18.41000   1.86109  19.17708
 18.42000   1.85018  19.18750
 18.43000   1.83925  19.19792
 18.44000   1.82832  19.20833
 18.45000   1.81737  19.21875
 18.46000   1.80642  19.22917
 18.47000   1.79545  19.23958
 18.48000   1.78448  19.25000
 18.49000   1.77349  19.26042
 18.50000   1.76250  19.27083
 18.51000   1.75149  19.28125
 18.52000   1.74048  19.29167
 18.53000   1.72945  19.30208
 18.54000   1.71842  19.31250
 18.55000   1.70737  19.32292
 18.56000   1.69632  19.33333
 18.57000   1.68525  19.34375
 18.58000   1.67418  19.35417
 18.59000   1.66309  19.36458
 18.60000   1.65200  19.37500
 18.61000   1.64089  19.38542
 18.62000   1.62978  19.39583
 18.63000   1.61865  19.40625
 18.64000   1.60752  19.41667
 18.65000   1.59637  19.42708
 18.66000   1.58522  19.43750
 18.67000   1.57405  19.44792
 18.68000   1.56288  19.45833
 18.69000   1.55169  19.46875
 18.70000   1.54050  19.47917
 18.71000   1.52929  19.48958
 18.72000   1.51808  19.50000
 18.73000   1.50685  19.51042
 18.74000   1.49562  19.52083
 18.75000   1.48437  19.53125
 18.76000   1.47312  19.54167
 18.77000   1.46185  19.55208
 18.78000   1.45058  19.56250
 18.79000   1.43929  19.57292
 18.80000   1.42800  19.58333
 18.81000   1.41669  19.59375
 18.82000   1.40538  19.60417
 18.83000   1.39405  19.61458
 18.84000   1.38272  19.62500
 18.85000   1.37137  19.63542
 18.86000   1.36002  19.64583
 18.87000   1.34865  19.65625
 18.88000   1.33728  19.66667
 18.89000   1.32589  19.67708
 18.90000   1.31450  19.68750
 18.91000   1.30309  19.69792
 18.92000   1.29168  19.70833
 18.93000   1.28025  19.71875
 18.94000   1.26882  19.72917
 18.95000   1.25737  19.73958
 18.96000   1.24592  19.75000
 18.97000   1.23445  19.76042
 18.98000   1.22298  19.77083
 18.99000   1.21149  19.78125
 19.00000   1.20000  19.79167
 19.01000   1.18849  19.80208
 19.02000   1.17698  19.81250
 19.03000   1.16545  19.82292
 19.04000   1.15392  19.83333
 19.05000   1.14237  19.84375
 19.06000   1.13082  19.85417
 19.07000   1.11925  19.86458
 19.08000   1.10768  19.87500
 19.09000   1.09609  19.88542
 19.10000   1.08450  19.89583
 19.11000   1.07289  19.90625
 19.12000   1.06128  19.91667
 19.13000   1.04965  19.92708
 19.14000   1.03802  19.93750
 19.15000   1.02637  19.94792
 19.16000   1.01472  19.95833
 19.17000   1.00305  19.96875
 19.18000   0.99138  19.97917
 19.19000   0.97969  19.98958
 19.20000   0.96800  20.00000
 19.21000   0.95629  20.01042
 19.22000   0.94458  20.02083
 19.23000   0.93285  20.03125
 19.24000   0.92112  20.04167
 19.25000   0.90937  20.05208
 19.26000   0.89762  20.06250
 19.27000   0.88585  20.07292
 19.28000   0.87408  20.08333
 19.29000   0.86229  20.09375
 19.30000   0.85050  20.10417
 19.31000   0.83869  20.11458
 19.32000   0.82688  20.12500
 19.33000   0.81505  20.13542
 19.34000   0.80322  20.14583
 19.35000   0.79137  20.15625
 19.36000   0.77952  20.16667
 19.37000   0.76765  20.17708
 19.38000   0.75578  20.18750
 19.39000   0.74389  20.19792
 19.40000   0.73200  20.20833
 19.41000   0.72009  20.21875
 19.42000   0.70818  20.22917
 19.43000   0.69625  20.23958
 19.44000   0.68432  20.25000
 19.45000   0.67237  20.26042
 19.46000   0.66042  20.27083
 19.47000   0.64845  20.28125
 19.48000   0.63648  20.29167
 19.49000   0.62449  20.30208
 19.50000   0.61250  20.31250
 19.51000   0.60049  20.32292
 19.52000   0.58848  20.33333
 19.53000   0.57645  20.34375
 19.54000   0.56442  20.35417
 19.55000   0.55237  20.36458
 19.56000   0.54032  20.37500
 19.57000   0.52825  20.38542
 19.58000   0.51618  20.39583
 19.59000   0.50409  20.40625
 19.60000   0.49200  20.41667
 19.61000   0.47989  20.42708
 19.62000   0.46778  20.43750
 19.63000   0.45565  20.44792
 19.64000   0.44352  20.45833
 19.65000   0.43137  20.46875
 19.66000   0.41922  20.47917
 19.67000   0.40705  20.48958
 19.68000   0.39488  20.50000
 19.69000   0.38269  20.51042
 19.70000   0.37050  20.52083
 19.71000   0.35829  20.53125
 19.72000   0.34608  20.54167
 19.73000   0.33385  20.55208
 19.74000   0.32162  20.56250
 19.75000   0.30937  20.57292
 19.76000   0.29712  20.58333
 19.77000   0.28485  20.59375
 19.78000   0.27258  20.60417
 19.79000   0.26029  20.61458
 19.80000   0.24800  20.62500
 19.81000   0.23569  20.63542
 19.82000   0.22338  20.64583
 19.83000   0.21105  20.65625
 19.84000   0.19872  20.66667
 19.85000   0.18637  20.67708
 19.86000   0.17402  20.68750
 19.87000   0.16165  20.69792
 19.88000   0.14928  20.70833
 19.89000   0.13689  20.71875
 19.90000   0.12450  20.72917
 19.91000   0.11209  20.73958
 19.92000   0.09968  20.75000
 19.93000   0.08725  20.76042
 19.94000   0.07482  20.77083
 19.95000   0.06237  20.78125
 19.96000   0.04992  20.79167
 19.97000   0.03745  20.80208
 19.98000   0.02498  20.81250
 19.99000   0.01249  20.82292
 20.00000  -0.00000  20.83333
 20.01000  -0.01251  20.84375
 20.02000  -0.02502  20.85417
 20.03000  -0.03755  20.86458
 20.04000  -0.05008  20.87500
 20.05000  -0.06263  20.88542
 20.06000  -0.07518  20.89583
 20.07000  -0.08775  20.90625
 20.08000  -0.10032  20.91667
 20.09000  -0.11291  20.92708
 20.10000  -0.12550  20.93750
 20.11000  -0.13811  20.94792
 20.12000  -0.15072  20.95833
 20.13000  -0.16335  20.96875
 20.14000  -0.17598  20.97917
 20.15000  -0.18863  20.98958
 20.16000  -0.20128  21.00000
 20.17000  -0.21395  21.01042
 20.18000  -0.22662  21.02083
 20.19000  -0.23931  21.03125
 20.20000  -0.25200  21.04167
 20.21000  -0.26471  21.05208
 20.22000  -0.27742  21.06250
 20.23000  -0.29015  21.07292
 20.24000  -0.30288  21.08333
 20.25000  -0.31563  21.09375
 20.26000  -0.32838  21.10417
 20.27000  -0.34115  21.11458
 20.28000  -0.35392  21.12500
 20.29000  -0.36671  21.13542
 20.30000  -0.37950  21.14583
 20.31000  -0.39231  21.15625
 20.32000  -0.40512  21.16667
 20.33000  -0.41795  21.17708
 20.34000  -0.43078  21.18750
 20.35000  -0.44363  21.19792
 20.36000  -0.45648  21.20833
 20.37000  -0.46935  21.21875
 20.38000  -0.48222  21.22917
 20.39000  -0.49511  21.23958
 20.40000  -0.50800  21.25000
 20.41000  -0.52091  21.26042
 20.42000  -0.53382  21.27083
 20.43000  -0.54675  21.28125
 20.44000  -0.55968  21.29167
 20.45000  -0.57263  21.30208
 20.46000  -0.58558  21.31250
 20.47000  -0.59855  21.32292
 20.48000  -0.61152  21.33333
 20.49000  -0.62451  21.34375
 20.50000  -0.63750  21.35417
 20.51000  -0.65051  21.36458
 20.52000  -0.66352  21.37500
 20.53000  -0.67655  21.38542
 20.54000  -0.68958  21.39583
 20.55000  -0.70263  21.40625
 20.56000  -0.71568  21.41667
 20.57000  -0.72875  21.42708
 20.58000  -0.74182  21.43750
 20.59000  -0.75491  21.44792
 20.60000  -0.76800  21.45833
 20.61000  -0.78111  21.46875
 20.62000  -0.79422  21.47917
 20.63000  -0.80735  21.48958
 20.64000  -0.82048  21.50000
 20.65000  -0.83363  21.51042
 20.66000  -0.84678  21.52083
 20.67000  -0.85995  21.53125
 20.68000  -0.87312  21.54167
 20.69000  -0.88631  21.55208
 20.70000  -0.89950  21.56250
 20.71000  -0.91271  21.57292
 20.72000  -0.92592  21.58333
 20.73000  -0.93915  21.59375
 20.74000  -0.95238  21.60417
 20.75000  -0.96563  21.61458
 20.76000  -0.97888  21.62500
 20.77000  -0.99215  21.63542
 20.78000  -1.00542  21.64583
 20.79000  -1.01871  21.65625
 20.80000  -1.03200  21.66667
 20.81000  -1.04531  21.67708
 20.82000  -1.05862  21.68750
 20.83000  -1.07195  21.69792
 20.84000  -1.08528  21.70833
 20.85000  -1.09863  21.71875
 20.86000  -1.11198  21.72917
 20.87000  -1.12535  21.73958
 20.88000  -1.13872  21.75000
 20.89000  -1.15211  21.76042
 20.90000  -1.16550  21.77083
 20.91000  -1.17891  21.78125
 20.92000  -1.19232  21.79167
 20.93000  -1.20575  21.80208
 20.94000  -1.21918  21.81250
 20.95000  -1.23263  21.82292
 20.96000  -1.24608  21.83333
 20.97000  -1.25955  21.84375
 20.98000  -1.27302  21.85417
 20.99000  -1.28651  21.86458
 21.00000  -1.30000  21.87500
 21.01000  -1.31351  21.88542
 21.02000  -1.32702  21.89583
 21.03000  -1.34055  21.90625
 21.04000  -1.35408  21.91667
 21.05000  -1.36763  21.92708
 21.06000  -1.38118  21.93750
 21.07000  -1.39475  21.94792
 21.08000  -1.40832  21.95833
 21.09000  -1.42191  21.96875
 21.10000  -1.43550  21.97917
 21.11000  -1.44911  21.98958
 21.12000  -1.46272  22.00000
 21.13000  -1.47635  22.01042
 21.14000  -1.48998  22.02083
 21.15000  -1.50363  22.03125
 21.16000  -1.51728  22.04167
 21.17000  -1.53095  22.05208
 21.18000  -1.54462  22.06250
 21.19000  -1.55831  22.07292
 21.20000  -1.57200  22.08333
 21.21000  -1.58571  22.09375
 21.22000  -1.59942  22.10417
 21.23000  -1.61315  22.11458
 21.24000  -1.62688  22.12500
 21.25000  -1.64063  22.13542
 21.26000  -1.65438  22.14583
 21.27000  -1.66815  22.15625
 21.28000  -1.68192  22.16667
 21.29000  -1.69571  22.17708
 21.30000  -1.70950  22.18750
 21.31000  -1.72331  22.19792
 21.32000  -1.73712  22.20833
 21.33000  -1.75095  22.21875
 21.34000  -1.76478  22.22917
 21.35000  -1.77863  22.23958
 21.36000  -1.79248  22.25000
 21.37000  -1.80635  22.26042
 21.38000  -1.82022  22.27083
 21.39000  -1.83411  22.28125
 21.40000  -1.84800  22.29167
 21.41000  -1.86191  22.30208
 21.42000  -1.87582  22.31250
 21.43000  -1.88975  22.32292
 21.44000  -1.90368  22.33333
 21.45000  -1.91763  22.34375
 21.46000  -1.93158  22.35417
 21.47000  -1.94555  22.36458
 21.48000  -1.95952  22.37500
 21.49000  -1.97351  22.38542
 21.50000  -1.98750  22.39583
 21.51000  -2.00151  22.40625
 21.52000  -2.01552  22.41667
 21.53000  -2.02955  22.42708
 21.54000  -2.04358  22.43750
 21.55000  -2.05763  22.44792
 21.56000  -2.07168  22.45833
 21.57000  -2.08575  22.46875
 21.58000  -2.09982  22.47917
 21.59000  -2.11391  22.48958
 21.60000  -2.12800  22.50000
 21.61000  -2.14211  22.51042
 21.62000  -2.15622  22.52083
 21.63000  -2.17035  22.53125
 21.64000  -2.18448  22.54167
 21.65000  -2.19863  22.55208
 21.66000  -2.21278  22.56250
 21.67000  -2.22695  22.57292
 21.68000  -2.24112  22.58333
 21.69000  -2.25531  22.59375
 21.70000  -2.26950  22.60417
 21.71000  -2.28371  22.61458
 21.72000  -2.29792  22.62500
 21.73000  -2.31215  22.63542
 21.74000  -2.32638  22.64583
 21.75000  -2.34063  22.65625
 21.76000  -2.35488  22.66667
 21.77000  -2.36915  22.67708
 21.78000  -2.38342  22.68750
 21.79000  -2.39771  22.69792
 21.80000  -2.41200  22.70833
 21.81000  -2.42631  22.71875
 21.82000  -2.44062  22.72917
 21.83000  -2.45495  22.73958
 21.84000  -2.46928  22.75000
 21.85000  -2.48363  22.76042
 21.86000  -2.49798  22.77083
 21.87000  -2.51235  22.78125
 21.88000  -2.52672  22.79167
 21.89000  -2.54111  22.80208
 21.90000  -2.55550  22.81250
 21.91000  -2.56991  22.82292
 21.92000  -2.58432  22.83333
 21.93000  -2.59875  22.84375
 21.94000  -2.61318  22.85417
 21.95000  -2.62763  22.86458
 21.96000  -2.64208  22.87500
 21.97000  -2.65655  22.88542
 21.98000  -2.67102  22.89583
 21.99000  -2.68551  22.90625
 22.00000  -2.70000  22.91667
 22.01000  -2.71451  22.92708
 22.02000  -2.72902  22.93750
 22.03000  -2.74355  22.94792
 22.04000  -2.75808  22.95833
 22.05000  -2.77263  22.96875
 22.06000  -2.78718  22.97917
 22.07000  -2.80175  22.98958
 22.08000  -2.81632  23.00000
 22.09000  -2.83091  23.01042
 22.10000  -2.84550  23.02083
 22.11000  -2.86011  23.03125
 22.12000  -2.87472  23.04167
 22.13000  -2.88935  23.05208
 22.14000  -2.90398  23.06250
 22.15000  -2.91863  23.07292
 22.16000  -2.93328  23.08333
 22.17000  -2.94795  23.09375
 22.18000  -2.96262  23.10417
 22.19000  -2.97731  23.11458
 22.20000  -2.99200  23.12500
 22.21000  -3.00671  23.13542
 22.22000  -3.02142  23.14583
 22.23000  -3.03615  23.15625
 22.24000  -3.05088  23.16667
 22.25000  -3.06563  23.17708
 22.26000  -3.08038  23.18750
 22.27000  -3.09515  23.19792
 22.28000  -3.10992  23.20833
 22.29000  -3.12471  23.21875
 22.30000  -3.13950  23.22917
 22.31000  -3.15431  23.23958
 22.32000  -3.16912  23.25000
 22.33000  -3.18395  23.26042
 22.34000  -3.19878  23.27083
 22.35000  -3.21363  23.28125
 22.36000  -3.22848  23.29167
 22.37000  -3.24335  23.30208
 22.38000  -3.25822  23.31250
 22.39000  -3.27311  23.32292
 22.40000  -3.28800  23.33333
 22.41000  -3.30291  23.34375
 22.42000  -3.31782  23.35417
 22.43000  -3.33275  23.36458
 22.44000  -3.34768  23.37500
 22.45000  -3.36263  23.38542
 22.46000  -3.37758  23.39583
 22.47000  -3.39255  23.40625
 22.48000  -3.40752  23.41667
 22.49000  -3.42251  23.42708
 22.50000  -3.43750  23.43750
 22.51000  -3.45251  23.44792
 22.52000  -3.46752  23.45833
 22.53000  -3.48255  23.46875
 22.54000  -3.49758  23.47917
 22.55000  -3.51263  23.48958
 22.56000  -3.52768  23.50000
 22.57000  -3.54275  23.51042
 22.58000  -3.55782  23.52083
 22.59000  -3.57291  23.53125
 22.60000  -3.58800  23.54167
 22.61000  -3.60311  23.55208
 22.62000  -3.61822  23.56250
 22.63000  -3.63335  23.57292
 22.64000  -3.64848  23.58333
 22.65000  -3.66363  23.59375
 22.66000  -3.67878  23.60417
 22.67000  -3.69395  23.61458
 22.68000  -3.70912  23.62500
 22.69000  -3.72431  23.63542
 22.70000  -3.73950  23.64583
 22.71000  -3.75471  23.65625
 22.72000  -3.76992  23.66667
 22.73000  -3.78515  23.67708
 22.74000  -3.80038  23.68750
 22.75000  -3.81563  23.69792
 22.76000  -3.83088  23.70833
 22.77000  -3.84615  23.71875
 22.78000  -3.86142  23.72917
 22.79000  -3.87671  23.73958
 22.80000  -3.89200  23.75000
 22.81000  -3.90731  23.76042
 22.82000  -3.92262  23.77083
 22.83000  -3.93795  23.78125
 22.84000  -3.95328  23.79167
 22.85000  -3.96863  23.80208
 22.86000  -3.98398  23.81250
 22.87000  -3.99935  23.82292
 22.88000  -4.01472  23.83333
 22.89000  -4.03011  23.84375
 22.90000  -4.04550  23.85417
 22.91000  -4.06091  23.86458
 22.92000  -4.07632  23.87500
 22.93000  -4.09175  23.88542
 22.94000  -4.10718  23.89583
 22.95000  -4.12263  23.90625
 22.96000  -4.13808  23.91667
 22.97000  -4.15355  23.92708
 22.98000  -4.16902  23.93750
 22.99000  -4.18451  23.94792
 23.00000  -4.20000  23.95833
 23.01000  -4.21551  23.96875
 23.02000  -4.23102  23.97917
 23.03000  -4.24655  23.98958
 23.04000  -4.26208  24.00000
 23.05000  -4.27763  24.01042
 23.06000  -4.29318  24.02083
 23.07000  -4.30875  24.03125
 23.08000  -4.32432  24.04167
 23.09000  -4.33991  24.05208
 23.10000  -4.35550  24.06250
 23.11000  -4.37111  24.07292
 23.12000  -4.38672  24.08333
 23.13000  -4.40235  24.09375
 23.14000  -4.41798  24.10417
 23.15000  -4.43363  24.11458
 23.16000  -4.44928  24.12500
 23.17000  -4.46495  24.13542
 23.18000  -4.48062  24.14583
 23.19000  -4.49631  24.15625
 23.20000  -4.51200  24.16667
 23.21000  -4.52771  24.17708
 23.22000  -4.54342  24.18750
 23.23000  -4.55915  24.19792
 23.24000  -4.57488  24.20833
 23.25000  -4.59063  24.21875
 23.26000  -4.60638  24.22917
 23.27000  -4.62215  24.23958
 23.28000  -4.63792  24.25000
 23.29000  -4.65371  24.26042
 23.30000  -4.66950  24.27083
 23.31000  -4.68531  24.28125
 23.32000  -4.70112  24.29167
 23.33000  -4.71695  24.30208
 23.34000  -4.73278  24.31250
 23.35000  -4.74863  24.32292
 23.36000  -4.76448  24.33333
 23.37000  -4.78035  24.34375
 23.38000  -4.79622  24.35417
 23.39000  -4.81211  24.36458
 23.40000  -4.82800  24.37500
 23.41000  -4.84391  24.38542
 23.42000  -4.85982  24.39583
 23.43000  -4.87575  24.40625
 23.44000  -4.89168  24.41667
 23.45000  -4.90763  24.42708
 23.46000  -4.92358  24.43750
 23.47000  -4.93955  24.44792
 23.48000  -4.95552  24.45833
 23.49000  -4.97151  24.46875
 23.50000  -4.98750  24.47917
 23.51000  -5.00351  24.48958
 23.52000  -5.01952  24.50000
 23.53000  -5.03555  24.51042
 23.54000  -5.05158  24.52083
 23.55000  -5.06763  24.53125
 23.56000  -5.08368  24.54167
 23.57000  -5.09975  24.55208
 23.58000  -5.11582  24.56250
 23.59000  -5.13191  24.57292
 23.60000  -5.14800  24.58333
 23.61000  -5.16411  24.59375
 23.62000  -5.18022  24.60417
 23.63000  -5.19635  24.61458
 23.64000  -5.21248  24.62500
 23.65000  -5.22863  24.63542
 23.66000  -5.24478  24.64583
 23.67000  -5.26095  24.65625
 23.68000  -5.27712  24.66667
 23.69000  -5.29331  24.67708
 23.70000  -5.30950  24.68750
 23.71000  -5.32571  24.69792
 23.72000  -5.34192  24.70833
 23.73000  -5.35815  24.71875
 23.74000  -5.37438  24.72917
 23.75000  -5.39063  24.73958
 23.76000  -5.40688  24.75000
 23.77000  -5.42315  24.76042
 23.78000  -5.43942  24.77083
 23.79000  -5.45571  24.78125
 23.80000  -5.47200  24.79167
 23.81000  -5.48831  24.80208
 23.82000  -5.50462  24.81250
 23.83000  -5.52095  24.82292
 23.84000  -5.53728  24.83333
 23.85000  -5.55363  24.84375
 23.86000  -5.56998  24.85417
 23.87000  -5.58635  24.86458
 23.88000  -5.60272  24.87500
 23.89000  -5.61911  24.88542
 23.90000  -5.63550  24.89583
 23.91000  -5.65191  24.90625
 23.92000  -5.66832  24.91667
 23.93000  -5.68475  24.92708
 23.94000  -5.70118  24.93750
 23.95000  -5.71763  24.94792
 23.96000  -5.73408  24.95833
 23.97000  -5.75055  24.96875
 23.98000  -5.76702  24.97917
 23.99000  -5.78351  24.98958
 24.00000  -5.80000  25.00000
 24.01000  -5.81651  25.01042
 24.02000  -5.83302  25.02083
 24.03000  -5.84955  25.03125
 24.04000  -5.86608  25.04167
 24.05000  -5.88263  25.05208
 24.06000  -5.89918  25.06250
 24.07000  -5.91575  25.07292
 24.08000  -5.93232  25.08333
 24.09000  -5.94891  25.09375
 24.10000  -5.96550  25.10417
 24.11000  -5.98211  25.11458
 24.12000  -5.99872  25.12500
 24.13000  -6.01535  25.13542
 24.14000  -6.03198  25.14583
 24.15000  -6.04863  25.15625
 24.16000  -6.06528  25.16667
 24.17000  -6.08195  25.17708
 24.18000  -6.09862  25.18750
 24.19000  -6.11531  25.19792
 24.20000  -6.13200  25.20833
 24.21000  -6.14871  25.21875
 24.22000  -6.16542  25.22917
 24.23000  -6.18215  25.23958
 24.24000  -6.19888  25.25000
 24.25000  -6.21563  25.26042
 24.26000  -6.23238  25.27083
 24.27000  -6.24915  25.28125
 24.28000  -6.26592  25.29167
 24.29000  -6.28271  25.30208
 24.30000  -6.29950  25.31250
 24.31000  -6.31631  25.32292
 24.32000  -6.33312  25.33333
 24.33000  -6.34995  25.34375
 24.34000  -6.36678  25.35417
 24.35000  -6.38363  25.36458
 24.36000  -6.40048  25.37500
 24.37000  -6.41735  25.38542
 24.38000  -6.43422  25.39583
 24.39000  -6.45111  25.40625
 24.40000  -6.46800  25.41667
 24.41000  -6.48491  25.42708
 24.42000  -6.50182  25.43750
 24.43000  -6.51875  25.44792
 24.44000  -6.53568  25.45833
 24.45000  -6.55263  25.46875
 24.46000  -6.56958  25.47917
 24.47000  -6.58655  25.48958
 24.48000  -6.60352  25.50000
 24.49000  -6.62051  25.51042
 24.50000  -6.63750  25.52083
 24.51000  -6.65451  25.53125
 24.52000  -6.67152  25.54167
 24.53000  -6.68855  25.55208
 24.54000  -6.70558  25.56250
 24.55000  -6.72263  25.57292
 24.56000  -6.73968  25.58333
 24.57000  -6.75675  25.59375
 24.58000  -6.77382  25.60417
 24.59000  -6.79091  25.61458
 24.60000  -6.80800  25.62500
 24.61000  -6.82511  25.63542
 24.62000  -6.84222  25.64583
 24.63000  -6.85935  25.65625
 24.64000  -6.87648  25.66667
 24.65000  -6.89363  25.67708
 24.66000  -6.91078  25.68750
 24.67000  -6.92795  25.69792
 24.68000  -6.94512  25.70833
 24.69000  -6.96231  25.71875
 24.70000  -6.97950  25.72917
 24.71000  -6.99671  25.73958
 24.72000  -7.01392  25.75000
 24.73000  -7.03115  25.76042
 24.74000  -7.04838  25.77083
 24.75000  -7.06563  25.78125
 24.76000  -7.08288  25.79167
 24.77000  -7.10015  25.80208
 24.78000  -7.11742  25.81250
 24.79000  -7.13471  25.82292
 24.80000  -7.15200  25.83333
 24.81000  -7.16931  25.84375
 24.82000  -7.18662  25.85417
 24.83000  -7.20395  25.86458
 24.84000  -7.22128  25.87500
 24.85000  -7.23863  25.88542
 24.86000  -7.25598  25.89583
 24.87000  -7.27335  25.90625
 24.88000  -7.29072  25.91667
 24.89000  -7.30811  25.92708
 24.90000  -7.32550  25.93750
 24.91000  -7.34291  25.94792
 24.92000  -7.36032  25.95833
 24.93000  -7.37775  25.96875
 24.94000  -7.39518  25.97917
 24.95000  -7.41263  25.98958
 24.96000  -7.43008  26.00000
 24.97000  -7.44755  26.01042
 24.98000  -7.46502  26.02083
 24.99000  -7.48251  26.03125
