#	X	Y	Z
  0.00000   1.00000   1.00000
  0.10010   1.06052   1.00065
  0.20020   1.12456   1.00182
  0.30030   1.19231   1.00346
  0.40040   1.26397   1.00555
  0.50050   1.33970   1.00807
  0.60060   1.41973   1.01098
  0.70070   1.50424   1.01427
  0.80080   1.59345   1.01792
  0.90090   1.68757   1.02191
  1.00100   1.78681   1.02622
  1.10110   1.89140   1.03085
  1.20120   2.00154   1.03576
  1.30130   2.11747   1.04096
  1.40140   2.23939   1.04644
  1.50150   2.36753   1.05217
  1.60160   2.50210   1.05815
  1.70170   2.64330   1.06437
  1.80180   2.79133   1.07082
  1.90190   2.94638   1.07750
  2.00200   3.10862   1.08440
  2.10210   3.27822   1.09151
  2.20220   3.45531   1.09882
  2.30230   3.64001   1.10633
  2.40240   3.83243   1.11403
  2.50250   4.03263   1.12192
  2.60260   4.24064   1.13000
  2.70270   4.45648   1.13825
  2.80280   4.68012   1.14668
  2.90290   4.91149   1.15528
  3.00300   5.15048   1.16405
  3.10310   5.39694   1.17298
  3.20320   5.65066   1.18208
  3.30330   5.91142   1.19133
  3.40340   6.17890   1.20073
  3.50350   6.45278   1.21029
  3.60360   6.73266   1.22000
  3.70370   7.01811   1.22986
  3.80380   7.30865   1.23987
  3.90390   7.60376   1.25002
  4.00400   7.90287   1.26031
  4.10410   8.20538   1.27075
  4.20420   8.51067   1.28132
  4.30430   8.81807   1.29203
  4.40440   9.12690   1.30288
  4.50450   9.43647   1.31386
  4.60460   9.74608   1.32498
  4.70470  10.05501   1.33624
  4.80480  10.36257   1.34762
  4.90490  10.66806   1.35914
  5.00501  10.97080   1.37079
  5.10511  11.27013   1.38257
  5.20521  11.56544   1.39447
  5.30531  11.85611   1.40651
  5.40541  12.14160   1.41868
  5.50551  12.42138   1.43097
  5.60561  12.69499   1.44339
  5.70571  12.96199   1.45594
  5.80581  13.22200   1.46862
  5.90591  13.47469   1.48142
  6.00601  13.71979   1.49435
  6.10611  13.95705   1.50740
  6.20621  14.18629   1.52059
  6.30631  14.40737   1.53389
  6.40641  14.62020   1.54733
  6.50651  14.82473   1.56089
  6.60661  15.02094   1.57458
  6.70671  15.20885   1.58839
  6.80681  15.38853   1.60233
  6.90691  15.56006   1.61640
  7.00701  15.72356   1.63059
  7.10711  15.87916   1.64491
  7.20721  16.02703   1.65936
  7.30731  16.16736   1.67393
  7.40741  16.30032   1.68863
  7.50751  16.42614   1.70346
  7.60761  16.54504   1.71842
  7.70771  16.65723   1.73350
  7.80781  16.76295   1.74872
  7.90791  16.86244   1.76406
  8.00801  16.95593   1.77954
  8.10811  17.04367   1.79514
