         0         1         1         0         1         1         1         1         1         0         1         0         2         2         0         0         0         2         2         0         0         0         1         1         1         1         1         1         1         1         1         0         0         6         6         0         6         0         0         0         6         0         6         6         6         6         6         6         6         6         0         1         1         1         1         0        11        11        11        11        11        11        11        11        11         0        11        11         0        11        11         0        13        13        13        13        13        13        13         0        13         0         0        17         0        16        16         0        19        19        19        19        19        19        19         0        11        11        11        11        11        11        11        11         0        11        11        21        21        21         0        11        11        11        11         0        11        11        11        11        11        11        11        11        11        11        11         0        23        23        23        23         0        25        25        25        25        25        25        25        25         0        23        23        23        23        23         0         0        26        26        26         0         0        26         0        26        26        26        26        26         0        26         0         0        26         0        30        30        30         0         0        23        23         0        34         0        33         0        33         0        37         0        33        33        33        33        33         0        33        39         0         0        38        38        38         0        38        38        38         0         0         0        42        42         0        41        41         0        41         0        33         0        33        33        33        33        33         0        33        33        33        33        33        33        33        33        33         0        33        33        33        33        33         0         0         0         0        45        45        45        45         0         0        45        45        45         0        51         0        49        49         0        45        45        45        45        45         0        45        45        53        53        53        53        53         0         0        33        33        33        33        33        33        33        33        33         0         0        55         0         0        55        55        55        56        56        56        56         0         0        55        55        55        55        55        55        55        55        55         0         0        55         0        60        60         0         0        61         0         0         0        55        55        55        55         0        62         0        62        62        62         0        65         0         0        63        63        63        63         0        63        63        63        63        63        63        63         0        63        63        63        63         0        69        69        69         0        70        70        70         0        71         0         0        72         0         0        62        62        62        62         0         0        74         0        73         0        76         0        73        73        73        73         0        73        73         0        73        73         0         0         0        77        77        77         0        81        81        81         0        77         0        83        83        83        83        83         0        77        77        77        77        77        77         0        77        77        77         0        86         0         0         0        87        87        87        87        87        87         0        73         0        88        88        88        88        88        88         0        88         0        89        89        89        89        89        89        89        89        89        89        89        89         0        88        88        88        88        88        88         0         0        93        93         0        92         0        92         0        92        96         0        94        94        94        94        94        94        94        94        94        94        94        94        94         0         0        94        98        98        98         0        99         0        97        97        97        97        97         0        97         0        97         0       100       100       100       100       100
         1         1         1         0         1         1         1         1         1         1         1         1         0         2         2         2         2         2         2         2         2         0         1         1         1         1         1         0         0         1         0         6         6         6         6         6         6         6         6         6         6         0         6         6         6         6         0         6         0         0         0         1         1         0         1         1         0         1        11         0        11        11        11        11         0         0        11        11        11        11        11        11         0        11         0         0        13        13        13         0        13        13        13         0        16        16        16        16         0        19        19        19         0         0         0        16         0        11        11        11        11        11        11        11        11        11        11         0         0        21        21         0         0        11         0        11        11        11        11        11        11        11        11        11        11        11        11         0        11         0        11        11        11         0         0        25        25        25        25        25         0        23        23        23        23        23        23        23         0         0        23        23        23        23        26        26         0        26        26        26        26         0        26        26        26        26        26         0        26         0       110         0         0        23        23         0        33        33        33        33        33         0         0        33         0         0        33        33        33        33         0        38        38        38        38        38        38         0         0        38        38         0         0         0         0        41        41        41        41        41         0        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33         0        45        45        45        45        45        45        45        45        45         0         0        45        45         0        45        45         0        45        45        45        45        45         0        53        53        53         0        53        33        33        33         0        33        33         0        33        33        33         0        55        55        55        55        55        55        55         0        56         0        56         0         0         0        55        55        55        55        55         0        55        55        55        55        55        55         0         0         0        61        61         0        58        58         0         0         0        55         0        55        55        55        55        62        62         0         0         0        62         0        62        62        62        62         0        62         0         0         0         0        63        63        63         0         0        68         0        69         0         0        70         0         0       120         0        68        68         0         0        62        62        62         0        62        62        62         0        73        73        73         0         0         0        73        73        73        73        73        73        73        73        73         0       124         0        77         0        77        77         0         0         0        77        77         0         0        83        83        83         0        84         0        77        77         0         0        77        77        77        77        77        77         0        87        87        87        87        87         0        87         0         0        73        73        73         0        73        73        88        88        88        88        88        88         0        89        89        89        89         0         0        89         0        89        89         0        88        88         0         0        88        88        88        88         0         0         0         0        92        92        92        92        92         0        92         0        92        92        94         0        94         0         0        94        94        94        94        94        94        94        94         0        98        98         0         0         0         0        97         0         0        97        97        97        97        97        97         0         0       100       100       100
         1         1         1         1         0         1         0         1         1         1         1         1         0         1         0         2         2         0         0         0         0         4         0         0         1         1         0         6         1         1         0         1         1         0         6         6         0         6         0         6         0         6         6         6         6         6         6         0         0        10        10         0         0         1         1         1         1         1         0        11        11        11         0         0        11        11        11        11        11        11        11        11        11        11        11         0        11        11         0         0        13        13        13         0        13        16        16         0        16         0         0         0         0       139         0        16         0        11        11        11        11        11        11        11         0        11        11         0         0        21        21         0         0        11        11        11        11         0        11        11        11        11        11        11        11        11        11        11        11        11        11        11        11         0       140         0        25        25        25         0       141         0         0        23        23        23         0        23        23        23        23        23        23        23         0        26         0         0        26        26         0         0        26         0        26        26        26        26        26        26         0         0        23        23         0        23        23         0        33        33        33         0        33        33         0         0         0         0        33         0         0        38         0        38        38        38         0         0        38        38         0        38         0        38        38        38        38        38        41        41         0        41        41        41         0        33        33        33        33         0        33         0        33         0        33        33        33        33         0        33        33         0        33         0        33        33        33        33        33         0         0        45        45        45         0        45        45        45        45        45        45        45         0        45        45         0        45        45        45        45        45         0        53        53        53        53        53         0        53        53        33         0        33        33        33         0         0        55        55        55        55        55        55        55        55         0         0        55        55        55         0        55        55        55        55        55         0       151         0         0        55        55         0        55        55         0        55        61         0       153         0        58        58        58        55        55        55        55        55        55        55         0        62        62        62        62        62        62        62        62        62        62        62        62        62        62        62        62         0        62        63        63         0        63        63         0        68        68         0        68        68         0        68        68        68         0        62        62        62        62         0         0        62         0        62         0        62         0        62        62        62         0        73        73        73        73        73        73        73        73        73         0       160         0        77        77         0         0         0        77        77        77        77         0        83         0         0         0        84        77        77        77        77        77        77        77         0        77        77        77        77         0         0        87        87        87        87         0         0        73        73        73        73        73        73        73         0        88        88         0        88         0        89        89        89         0         0       165         0        89        89        89         0        88        88         0        92        92         0        88        88        88         0        92         0         0        92        92         0         0        92        92        92        92        92        92         0       169         0        97        94        94        94        94         0        94        94         0         0         0         0         0         0         0       171         0        97        97         0        97        97        97        97        97         0         0       100         0       100       100
         1         1         0         0         0         0         1         1         0         1         1         1         1         1         1         0         2         0         4         0         4         4         4         4         0         1         0         0         1         1         1         1         1         0         6         6         0         0         0         0         6         6         6         0         6         0         6         6         0         0        10         0       177         0         1         1         1         0         1         1         0         1         1         1        11        11         0        11         0         0        11        11        11        11        11        11        11        11        11         0        13        13        13        13        13         0        13        16        16        16        16        16        16         0        16        16         0        11        11        11        11        11        11         0       180         0         0        20        21        21         0        22        11        11         0        11         0        11        11        11        11        11        11        11         0         0         0         0         0        11        11        11        11         0       140         0        25        25        25        25         0         0        23        23        23         0        23        23        23        23        23        23        23        23         0         0        29        26        26         0       187       187         0        30         0        26         0        26        26         0         0        26         0        23        23        23        23         0        33        33        33        33        33         0       190         0        38        33        33         0        33        33         0        33        33        38         0        38         0        38        38        38        38        38        38        38        38        38         0        38        38        38        38        38        41         0        33        33         0         0        33        33        33        33        33         0         0        33        33        33        33        33         0         0        33        33        33        33         0        33         0         0         0         0        33        33        45        45        45        45         0         0         0        45        45         0        45        45        45        45         0        45        45        45        53         0        53        53        53        53         0        53        33        33         0         0         0         0         0        55        55        55        55         0        55        55        55        55        55        55         0        55         0         0        55        55        55         0         0        55        55        55         0        55        55        55        55         0       117         0        58        58         0        55        55         0        55         0        55         0         0         0        62        62        62         0         0        62        62        62        62        62         0        62         0         0        62        62        62        62         0        62        63        63        63         0        68        68        68        68        68        68         0        68         0         0        62         0        62        62        62         0        62        62        62        62        62        62        62        62        62         0        73        73        73        73        73        73         0        73        73         0         0         0        73        77        77        77         0         0        77        77        77        77         0        77        77        77         0        77        77         0         0        77         0        77        77        77         0         0        77         0       202         0        87         0        87        87         0        73         0        73        73        73        73         0        88        88        88        88        88        88         0         0         0        89        89         0        89        89         0        89         0         0         0         0        92        92         0        88        88         0        92        92        92        92        92        92         0        92        92        92        92         0        92         0        92         0         0         0        92         0        92        92        92        92        92        92        92        94        94        94        94        94         0        94        94        94        97         0        97        97        97        97         0       100       100       100       100       100
         1         1         1         0         0         1         0         1         1         1         0         1         0         1         0         0         2         0         2         0         4         4         4         0         1         1         0         0         0         1         1         1         1         1         0         0         6         6         6         6         0         0         0         6         6         6         6         6         0         6         6        10         0       216         0         1         1         1         1         1         1         1         1         1         0        11         0        11         0         0         0        11        11        11         0        11        11        11         0        13        13        13        13         0        13        13        13         0        13         0        13        16         0        16        16         0        11        11         0        11        11         0         0        20         0       181        20        20         0         0         0        11        11        11        11        11        11        11        11        11        11        11        11        11        11         0        23        23        11        11         0        11        11         0         0         0        25        25        25        25         0        23         0         0         0         0        23        23        23         0        23         0        23        23        23        23         0        26         0         0         0       187         0        30        26        26         0        26        26        26        26        26         0        23        23        23        23         0        23         0        23         0        23         0         0         0         0         0        33        33        33        33        33        33        33         0        33        33        33        33        33        33        33        33        33         0         0        38        38        38        38        38        38        38         0        33        33        33         0        33        33        33        33        33         0         0         0         0        33         0        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33         0        33         0        45        45         0        45         0        45        45        45        45        45        45        45        45        45        45         0        45         0        45        45        45        45        53         0        33        33        33        33         0        33         0        55         0        55        55        55         0        55         0        55        55        55         0       230         0        55        55        55        55        55        55        55         0        55         0         0        55        55         0       117        58        58        58        55        55        55        55        55        55        55        55        55         0        55        62        62         0        62        62        62         0         0        62        62        62        62        62         0         0        62        62        62        62         0        63        63         0        68        68        68         0        68        68        68        68         0       233         0        68         0        62         0       235         0        62         0         0        62         0         0        62        62         0        62        62         0        73        73        73        73         0        73        73        73        73        73         0         0         0        73        77        77        77        77        77        77        77        77        77         0        77        77         0        77         0        77        77        77         0         0        77        77        77         0        77        87        87         0         0        73        73        73        73        73        73        73        73         0         0        88        88        88        88         0        88         0        89        89        89         0        89         0         0        89        89        89        92        92        92        88        88        88        88         0        92         0        92        92        92        92        92         0        92        92        92        92        92        92        92        92        92        92        92        92        92        92        92        92        92        92         0        94        94         0        94        94        94        94        94         0        97        97         0        97         0        97         0        97         0        97         0
         1         0         1         1         0         1         1         1         1         0         1         1         1         0         4         2         2         2         2         2         0         2         0         2         2         0         0       249         0         1         0         1         1         1         0         0         1         1         1         0         1         1       250         0         6         6         0         6         6         6         6         0       251         0         1         1         0         1         1         1         1         0         1         1         0         1         1         1         1         0         1         0         1         1         1         1         0        11        11         0        13        13        13        13         0         0        13        13        13        13        13         0        13         0        13        11        11        11        11        11        11         0        20        20        20         0        20        20        20        20         0        11        11        11        11        11        11        11        11        11        11        11         0        11         0        23        23         0         0        11        11         0        11        11        11        11         0        25        25        25         0        23         0        23         0        23        23        23         0        23        23        23        23         0        23         0        23        23         0        23        23         0         0         0        26        26        26        26         0         0        26         0        26        26        23        23        23        23        23        23        23        23        23         0        33        33         0        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33        33         0        38         0         0         0        38        38         0        33        33        33        33        33        33        33        33        33        33        33        33        33        33         0        33        33         0        33         0        33        33        33        33        33        33        33        33        33        33        33        33        33        33         0         0        33         0        33        33         0         0        33        45        45        45        45        45        45        45        45        45        45        45        45        45        45         0        55         0         0        33        33        33        33         0        55         0         0         0        55         0        55        55         0        55        55        55         0         0        55        55         0        55        55        55        55        55        55        55        55        55         0        55        58        58        58        55        55        55        55        55         0        55        55         0        55        55        55         0         0        62        62        62        62        62        62        62        62        62        62         0        62        62         0        62        62        62         0        63        63         0        63        63        63        63         0         0        63        63        63         0        63        63        63        63        62         0        62        62        62        62         0        62        62        62        62        62        62        62         0         0         0        73        73        73         0        73         0         0        73        73        73        73        73         0         0        77         0        77        77         0         0        77         0        77        77        77        77        77        77        77        77        77        77        77        77        77        77        77         0        87        87        87         0        73        73        73         0        73        73        73         0        73        88        88        88        88        88        88        88         0        88        88        88        88         0       275         0        89         0        92        92        92         0        88        88        88         0        92        92        92         0        92         0         0         0        92         0         0        92        92         0         0        92         0         0        92        92        92        92        92        92        92        92         0         0         0        94        94        94        94        94        94         0        97        97         0        97        97        97        97        97        97        97         0
         1         0         1         1         1         1         0         1         1         0         1         1         0         0         2         2         2         0         2         2         2         2         2         2         2         2         2         0         2         1         0         1         1         1         1         1         1         1         1         1         1         1         0         0         0         6         6         6         0         6         6         0         0         0         0         1         0         1         1         1         0         1         0         1         1         1         1         1         1         1         1         1         1         1         1         1         0        11         0        11        11        13        13        13        13        13        13        13        13         0        13        13        13        13        13         0        11        11        11        11        11         0        20        20        20         0        20        20        20         0        11        11        11         0        11         0        11        11        11        11         0         0       281         0        23        23        23        23        11        11        11         0         0        11        11         0       283         0        25         0         0        23        23        23        23         0        23        23         0         0        23         0         0         0        23        23        23        23        23        23        23        23         0        26        26         0        26        26        26        26        26        26        26        26         0         0        23        23        23        23        23        23        23        23         0        23        23         0        23        23         0        23         0        33        33        33         0         0        33        33         0         0        33         0        33         0        33         0       286         0        38        38         0        38        33         0        33        33        33        33        33         0        33        33         0        33        33         0        33         0        33        33        33        33        33         0        33        33        33        33        33        33        33        33        33         0         0        33        33        33        33        33        33        33        33        33        33         0        45        45        45         0        45        45        45        45        45        45        45        45         0        45        45        55        33        33        33        33        33        33         0        33        33        33        55         0         0        55        55        55        55        55         0        55        55         0       293         0         0        55        55        55         0        55         0        55        55        55         0        55        55        55        55        55        55        55        55        55        55        55        55        55        55        55         0         0        62         0        62        62        62         0        62        62        62        62        62        62        62        62        62        62        62         0        62        62        62        62        62        62        63        63        63        63        63        63        63        63        63        63         0         0        63        63        63        63        62        62        62         0         0        62        62         0        77        77        73        73        73         0        73        73        73        73        73        73        73        73         0         0       296         0        77        77        77        77        77        77        77        77        77        77        77         0        77        77        77        77         0        77        77        77        77        77        77         0         0         0         0        73        73        73         0        73         0        73        73        73         0         0         0         0        88         0        88        88        88        88        88        88         0         0        89        89        89         0        92        92        88        88        88         0         0        88         0        92        92         0       299       299         0         0        94         0         0        92        92        92         0         0        92        92        92        92         0        92        92        92         0        92        92        92        92        92         0        94         0         0        97        97        97        97        97        97         0        97        97         0        97        97
         1         1         1         0         1         0         1         1         1         1         1         1         1         1         0         2         2         2         2         0         2         2         0         0         0         0         2         2         2         0         0         1         1         1         1         1         1         1         0         1         1         0         0         0         6         6         6         6         6         0         6         6         6         6         0         1         0         1         1         1         1         1         1         0         0         1         0         1         0         1         1         0         1         1         1         0        11        11        11        11        11         0        11        11         0         0         0        13        13         0        13        13         0         0         0         0         0        11         0        11        11        11         0        11         0         0        11        11        20         0        11        11        11         0        11        11         0        11        11         0       307       307         0        22         0        23         0        11        11        11        11        11        11         0        11         0         0        11         0        23        23        23        23        23        23         0        23        23        23        23        23        23         0        23        23        23        23        23        23        23        23        23        23         0        26        26        26        26        26         0         0         0        26        26        26        26         0        23        23        23         0         0        23        23        23        23        23        23        23        23        23        23         0        33        33        33        33        33         0        33         0        33        33         0        33        33        33         0         0        33        33        33        38        38         0         0        33         0        33        33        33         0        33        33        33         0        33        33        33        33        33        33         0        33         0        33        33        33        33         0        33        33        33        33        33        33        33         0        33        33        33        33        33        33        33         0        33         0        33         0        45        45         0         0        45        45        45         0        45        45        45        45        45         0        45        45        45        33        33        33        33        33        33        33         0         0         0        55        55        55         0         0        55        55        55        55         0        55        55        55        55        55        55        55         0         0        55        55        55        55        55        55        55        55        55        55        55         0        55        55        55        55         0         0        55        62        62        62        62        62        62        62        62        62         0        62        62         0        62        62         0        62        62        62        62        62        62        62        62        62         0        63        63         0        63        63        63        63        63        63        63        63        63        63        63        63         0        62        62        62         0        62        62        62         0        77         0        73         0         0         0         0        73        73        73        73        73        73        73         0         0        77        77        77        77         0         0         0        77         0        77         0        77         0        77        77         0        77        77        77         0         0        77        77         0       319       319         0         0        73        73        73        73         0        73        73         0         0       321         0         0        88        88        88        88        88        88         0        88         0        88        88        88        89        89         0        92         0        88        88        88        88        88        88         0        92        92        92         0         0         0        94        94        94        92        92        92        92        92         0        92         0        92        92        92        92         0        92        92        92        92        92        92        92         0        94        94         0        94        97         0        97        97        97        97        97        97         0        97         0
         0         1         0         1         0         1         1         0         1         0         1         1         1         0         1         1         0         2         2         0         0         0       328         0         4         4         0         2         2         0         0         2         2         1         1         1         1         0         1         1         0       331         0         6         6         0         6         0         0         0         6         6         6         0         1         1         1         0         1         0         1         1         1         0         0         1         0         1         0         0         0         1         1         1         1         1         0         0        11        11        11        11        11        11         0        11        11        11         0        11         0        13         0        13        13       337         0        11        11        11        11        11        11        11        11        11        11        11         0        11        11        11         0         0        11        11        11        11        11        11         0         0        22        22        23        23        11        11        11        11         0         0         0         0        11        11        11        11         0        11        23        23        23         0         0        23        23        23         0         0        23        23         0         0        23        23         0        23        23        23         0        23         0         0        26         0         0        26        26         0        26         0         0         0         0        26        26         0        23        23        23        23         0        23        23        23        23         0         0        23        23        23        23         0        33        33        33        33        33        33         0        33        33         0        33        33        33        33        33        33        33        33         0        38        38         0        33        33        33         0         0        33        33        33         0         0        33        33        33        33         0        33        33        33        33        33         0        33         0        33         0         0        33        33         0         0        33        33        33         0        33         0        33        33         0        33        33        33        33         0        45        45        45        45         0        45         0         0        45        45         0        45        45        45        45        45        45         0        33        33        33        33         0        33        33         0         0        33         0        33         0         0         0         0         0        55        55        55        55        55        55        55        55        55        55        55        55        55        55         0        55         0        55        55        55        55         0        55        55        55        55        55        55        55        55         0        62        62        62        62        62         0         0        62        62         0         0         0        62        62         0        62         0        62        62        62        62         0        62        62         0        63         0        63        63        63        63        63         0        63        63        63        63        63        63         0        68         0        62         0        62        62        62        62         0        77         0        73        73        73         0         0        73        73         0        73        73         0        73         0        73         0        77         0         0        82        82        77        77        77        77         0         0        77        77        77        77        77        77        77         0         0        77        77         0       319       319       319       319         0         0        73        73        73        73        73         0         0         0        88        88         0         0        88        88        88         0        88        88        88        88        88        88         0        89         0        92        88        88        88        88        88        88         0        92        92        92        92        92        92         0        92        92        92        92        92         0        92        92        92        92        92         0         0         0         0        92        92         0         0        92        92        92         0       356         0        94        94        94         0        97        97        97        97        97        97         0         0        97        97
