# ALPHA_1 0.002
# ALPHA_2 0.001
# BETTA_1 0.004
# BETTA_2 0.001
# GAMMA_1 0.500
# GAMMA_2 0.500
# Y0 32.000
# Z0 200.000
# X_BEG 0.000
# X_END 100.000
# XDOTS_NUM 1000
# DX 0.100
  0.000  32.000 200.000
  0.100  32.544 204.721
  0.200  33.075 209.433
  0.300  33.592 214.129
  0.400  34.094 218.806
  0.501  34.580 223.458
  0.601  35.051 228.082
  0.701  35.505 232.672
  0.801  35.941 237.225
  0.901  36.361 241.737
  1.001  36.763 246.204
  1.101  37.146 250.621
  1.201  37.512 254.987
  1.301  37.860 259.298
  1.401  38.189 263.551
  1.502  38.499 267.743
  1.602  38.792 271.872
  1.702  39.066 275.936
  1.802  39.322 279.933
  1.902  39.560 283.862
  2.002  39.781 287.719
  2.102  39.984 291.506
  2.202  40.170 295.220
  2.302  40.339 298.861
  2.402  40.491 302.427
  2.503  40.627 305.920
  2.603  40.748 309.337
  2.703  40.853 312.680
  2.803  40.944 315.949
  2.903  41.020 319.142
  3.003  41.082 322.262
  3.103  41.130 325.309
  3.203  41.165 328.282
  3.303  41.188 331.184
  3.403  41.199 334.014
  3.504  41.198 336.774
  3.604  41.186 339.464
  3.704  41.164 342.086
  3.804  41.131 344.641
  3.904  41.088 347.130
  4.004  41.037 349.554
  4.104  40.976 351.915
  4.204  40.907 354.214
  4.304  40.830 356.452
  4.404  40.746 358.631
  4.505  40.654 360.752
  4.605  40.555 362.816
  4.705  40.451 364.825
  4.805  40.340 366.780
  4.905  40.224 368.683
  5.005  40.102 370.536
  5.105  39.975 372.338
  5.205  39.844 374.093
  5.305  39.708 375.800
  5.405  39.569 377.462
  5.506  39.425 379.080
  5.606  39.279 380.655
  5.706  39.128 382.189
  5.806  38.975 383.682
  5.906  38.820 385.136
  6.006  38.661 386.553
  6.106  38.501 387.932
  6.206  38.338 389.277
  6.306  38.174 390.586
  6.406  38.008 391.863
  6.507  37.840 393.107
  6.607  37.671 394.319
  6.707  37.500 395.502
  6.807  37.329 396.655
  6.907  37.157 397.780
  7.007  36.984 398.878
  7.107  36.810 399.949
  7.207  36.636 400.994
  7.307  36.462 402.015
  7.407  36.287 403.012
  7.508  36.112 403.985
  7.608  35.937 404.936
  7.708  35.762 405.865
  7.808  35.587 406.774
  7.908  35.412 407.662
  8.008  35.237 408.530
  8.108  35.063 409.379
  8.208  34.889 410.210
  8.308  34.715 411.023
  8.408  34.542 411.818
  8.509  34.369 412.597
  8.609  34.198 413.360
  8.709  34.026 414.107
  8.809  33.855 414.839
  8.909  33.686 415.557
  9.009  33.516 416.260
  9.109  33.348 416.949
  9.209  33.180 417.625
  9.309  33.013 418.288
  9.409  32.847 418.939
  9.510  32.682 419.577
  9.610  32.518 420.204
  9.710  32.355 420.819
  9.810  32.193 421.423
  9.910  32.032 422.016
 10.010  31.871 422.599
 10.110  31.712 423.172
 10.210  31.554 423.735
 10.310  31.397 424.288
 10.410  31.240 424.832
 10.511  31.085 425.367
 10.611  30.931 425.894
 10.711  30.778 426.411
 10.811  30.626 426.921
 10.911  30.475 427.422
 11.011  30.325 427.916
 11.111  30.176 428.402
 11.211  30.028 428.881
 11.311  29.882 429.352
 11.411  29.736 429.816
 11.512  29.591 430.274
 11.612  29.448 430.725
 11.712  29.305 431.169
 11.812  29.164 431.607
 11.912  29.023 432.039
 12.012  28.884 432.465
 12.112  28.746 432.884
 12.212  28.609 433.299
 12.312  28.472 433.707
 12.412  28.337 434.110
 12.513  28.203 434.508
 12.613  28.070 434.901
 12.713  27.938 435.288
 12.813  27.807 435.671
 12.913  27.677 436.048
 13.013  27.548 436.421
 13.113  27.420 436.790
 13.213  27.293 437.153
 13.313  27.167 437.513
 13.413  27.042 437.868
 13.514  26.918 438.218
 13.614  26.794 438.565
 13.714  26.672 438.907
 13.814  26.551 439.246
 13.914  26.431 439.580
 14.014  26.311 439.911
 14.114  26.193 440.238
 14.214  26.075 440.561
 14.314  25.959 440.881
 14.414  25.843 441.197
 14.515  25.728 441.509
 14.615  25.614 441.819
 14.715  25.501 442.124
 14.815  25.389 442.427
 14.915  25.277 442.726
 15.015  25.167 443.023
 15.115  25.057 443.316
 15.215  24.948 443.606
 15.315  24.840 443.893
 15.415  24.733 444.177
 15.516  24.627 444.458
 15.616  24.521 444.736
 15.716  24.417 445.012
 15.816  24.313 445.285
 15.916  24.210 445.555
 16.016  24.107 445.822
 16.116  24.006 446.087
 16.216  23.905 446.349
 16.316  23.805 446.609
 16.416  23.706 446.866
 16.517  23.607 447.121
 16.617  23.509 447.373
 16.717  23.412 447.623
 16.817  23.316 447.871
 16.917  23.220 448.116
 17.017  23.125 448.359
 17.117  23.031 448.600
 17.217  22.937 448.839
 17.317  22.845 449.075
 17.417  22.752 449.309
 17.518  22.661 449.541
 17.618  22.570 449.772
 17.718  22.480 450.000
 17.818  22.390 450.226
 17.918  22.302 450.450
 18.018  22.213 450.672
 18.118  22.126 450.892
 18.218  22.039 451.110
 18.318  21.953 451.327
 18.418  21.867 451.541
 18.519  21.782 451.754
 18.619  21.697 451.965
 18.719  21.614 452.174
 18.819  21.530 452.381
 18.919  21.448 452.586
 19.019  21.365 452.790
 19.119  21.284 452.992
 19.219  21.203 453.193
 19.319  21.123 453.392
 19.419  21.043 453.589
 19.520  20.964 453.785
 19.620  20.885 453.979
 19.720  20.807 454.171
 19.820  20.729 454.362
 19.920  20.652 454.551
 20.020  20.575 454.739
