# ALPHA_1 0.002
# ALPHA_2 0.001
# BETTA_1 0.004
# BETTA_2 0.001
# GAMMA_1 0.500
# GAMMA_2 0.500
# Y0 212.000
# Z0 212.000
# X_BEG 0.000
# X_END 100.000
# XDOTS_NUM 1000
# DX 0.100
  0.000 212.000 212.000
  0.100 200.926 209.399
  0.200 191.265 207.307
  0.300 182.764 205.648
  0.400 175.228 204.359
  0.501 168.501 203.390
  0.601 162.460 202.702
  0.701 157.005 202.259
  0.801 152.054 202.034
  0.901 147.540 202.003
  1.001 143.407 202.146
  1.101 139.608 202.445
  1.201 136.104 202.885
  1.301 132.860 203.452
  1.401 129.847 204.137
  1.502 127.041 204.927
  1.602 124.421 205.815
  1.702 121.967 206.793
  1.802 119.662 207.853
  1.902 117.494 208.989
  2.002 115.449 210.195
  2.102 113.515 211.466
  2.202 111.684 212.798
  2.302 109.946 214.184
  2.402 108.292 215.623
  2.503 106.717 217.110
  2.603 105.214 218.641
  2.703 103.777 220.213
  2.803 102.401 221.824
  2.903 101.081 223.471
  3.003  99.814 225.151
  3.103  98.594 226.861
  3.203  97.420 228.599
  3.303  96.286 230.364
  3.403  95.192 232.153
  3.504  94.134 233.964
  3.604  93.109 235.795
  3.704  92.115 237.645
  3.804  91.151 239.511
  3.904  90.215 241.393
  4.004  89.304 243.289
  4.104  88.417 245.197
  4.204  87.554 247.116
  4.304  86.711 249.044
  4.404  85.889 250.981
  4.505  85.085 252.925
  4.605  84.300 254.875
  4.705  83.531 256.829
  4.805  82.778 258.788
  4.905  82.041 260.749
  5.005  81.318 262.711
  5.105  80.608 264.675
  5.205  79.912 266.638
  5.305  79.228 268.600
  5.405  78.555 270.560
  5.506  77.894 272.518
  5.606  77.244 274.471
  5.706  76.604 276.421
  5.806  75.973 278.366
  5.906  75.352 280.304
  6.006  74.740 282.237
  6.106  74.137 284.162
  6.206  73.542 286.080
  6.306  72.956 287.990
  6.406  72.377 289.891
  6.507  71.805 291.783
  6.607  71.241 293.665
  6.707  70.683 295.537
  6.807  70.133 297.398
  6.907  69.589 299.248
  7.007  69.052 301.087
  7.107  68.521 302.913
  7.207  67.996 304.728
  7.307  67.476 306.530
  7.407  66.963 308.319
  7.508  66.455 310.095
  7.608  65.953 311.857
  7.708  65.456 313.606
  7.808  64.964 315.340
  7.908  64.478 317.061
  8.008  63.997 318.767
  8.108  63.520 320.458
  8.208  63.049 322.135
  8.308  62.582 323.797
  8.408  62.120 325.444
  8.509  61.663 327.075
  8.609  61.210 328.691
  8.709  60.761 330.292
  8.809  60.318 331.878
  8.909  59.878 333.447
  9.009  59.443 335.002
  9.109  59.012 336.540
  9.209  58.585 338.063
  9.309  58.163 339.570
  9.409  57.744 341.061
  9.510  57.330 342.537
  9.610  56.920 343.996
  9.710  56.513 345.440
  9.810  56.111 346.869
  9.910  55.712 348.281
 10.010  55.317 349.678
 10.110  54.926 351.060
 10.210  54.539 352.425
 10.310  54.156 353.776
 10.410  53.776 355.111
 10.511  53.400 356.430
 10.611  53.027 357.735
 10.711  52.658 359.024
 10.811  52.293 360.298
 10.911  51.931 361.557
 11.011  51.573 362.801
 11.111  51.218 364.030
 11.211  50.866 365.245
 11.311  50.518 366.445
 11.411  50.173 367.631
 11.512  49.832 368.802
 11.612  49.493 369.959
 11.712  49.159 371.102
 11.812  48.827 372.231
 11.912  48.498 373.346
 12.012  48.173 374.448
 12.112  47.851 375.536
 12.212  47.532 376.610
 12.312  47.216 377.671
 12.412  46.903 378.720
 12.513  46.593 379.755
 12.613  46.286 380.777
 12.713  45.982 381.786
 12.813  45.681 382.783
 12.913  45.383 383.768
 13.013  45.088 384.740
 13.113  44.795 385.700
 13.213  44.506 386.648
 13.313  44.219 387.584
 13.413  43.935 388.508
 13.514  43.654 389.421
 13.614  43.376 390.323
 13.714  43.100 391.213
 13.814  42.827 392.092
 13.914  42.556 392.960
 14.014  42.288 393.817
 14.114  42.023 394.663
 14.214  41.760 395.499
 14.314  41.500 396.325
 14.414  41.243 397.140
 14.515  40.987 397.945
 14.615  40.735 398.740
 14.715  40.484 399.525
 14.815  40.236 400.300
 14.915  39.991 401.066
 15.015  39.748 401.822
 15.115  39.507 402.568
 15.215  39.269 403.306
 15.315  39.032 404.035
 15.415  38.798 404.754
 15.516  38.567 405.465
 15.616  38.337 406.167
 15.716  38.110 406.860
 15.816  37.885 407.545
 15.916  37.662 408.221
 16.016  37.441 408.890
 16.116  37.222 409.550
 16.216  37.005 410.202
 16.316  36.791 410.846
 16.416  36.578 411.483
 16.517  36.368 412.112
 16.617  36.159 412.733
 16.717  35.952 413.347
 16.817  35.748 413.954
 16.917  35.545 414.553
 17.017  35.344 415.145
 17.117  35.145 415.731
 17.217  34.948 416.309
 17.317  34.752 416.880
 17.417  34.559 417.445
 17.518  34.367 418.003
 17.618  34.177 418.555
 17.718  33.989 419.100
 17.818  33.802 419.639
 17.918  33.618 420.172
 18.018  33.435 420.699
 18.118  33.253 421.219
 18.218  33.074 421.734
 18.318  32.896 422.242
 18.418  32.719 422.745
 18.519  32.544 423.243
 18.619  32.371 423.734
 18.719  32.199 424.220
 18.819  32.029 424.701
 18.919  31.861 425.176
 19.019  31.694 425.646
 19.119  31.528 426.110
 19.219  31.364 426.570
 19.319  31.201 427.024
 19.419  31.040 427.474
 19.520  30.881 427.918
 19.620  30.722 428.358
 19.720  30.565 428.793
 19.820  30.410 429.223
 19.920  30.256 429.649
 20.020  30.103 430.069
 20.120  29.951 430.486
 20.220  29.801 430.898
 20.320  29.653 431.305
 20.420  29.505 431.709
 20.521  29.359 432.108
 20.621  29.214 432.502
 20.721  29.070 432.893
 20.821  28.928 433.279
 20.921  28.786 433.662
 21.021  28.646 434.040
 21.121  28.507 434.415
 21.221  28.370 434.786
 21.321  28.233 435.153
 21.421  28.098 435.516
 21.522  27.964 435.875
 21.622  27.831 436.231
 21.722  27.699 436.583
 21.822  27.568 436.932
 21.922  27.438 437.277
 22.022  27.310 437.619
 22.122  27.182 437.957
 22.222  27.056 438.292
 22.322  26.930 438.624
 22.422  26.806 438.952
 22.523  26.682 439.277
 22.623  26.560 439.599
 22.723  26.439 439.918
 22.823  26.318 440.234
 22.923  26.199 440.547
 23.023  26.080 440.856
 23.123  25.963 441.163
 23.223  25.846 441.467
 23.323  25.731 441.767
 23.423  25.616 442.065
 23.524  25.503 442.361
 23.624  25.390 442.653
 23.724  25.278 442.943
 23.824  25.167 443.230
 23.924  25.057 443.514
 24.024  24.947 443.795
 24.124  24.839 444.074
 24.224  24.731 444.351
 24.324  24.625 444.625
 24.424  24.519 444.896
 24.525  24.414 445.165
 24.625  24.309 445.432
 24.725  24.206 445.696
 24.825  24.103 445.957
 24.925  24.002 446.217
 25.025  23.901 446.474
 25.125  23.800 446.728
 25.225  23.701 446.981
 25.325  23.602 447.231
 25.425  23.504 447.479
 25.526  23.407 447.725
 25.626  23.310 447.969
 25.726  23.214 448.210
 25.826  23.119 448.450
 25.926  23.025 448.687
 26.026  22.931 448.923
 26.126  22.838 449.156
 26.226  22.746 449.387
 26.326  22.655 449.617
 26.426  22.564 449.844
 26.527  22.473 450.069
 26.627  22.384 450.293
 26.727  22.295 450.515
 26.827  22.207 450.735
 26.927  22.119 450.953
 27.027  22.032 451.169
 27.127  21.946 451.383
 27.227  21.860 451.596
 27.327  21.775 451.807
 27.427  21.690 452.016
 27.528  21.606 452.223
 27.628  21.523 452.429
 27.728  21.440 452.633
 27.828  21.358 452.836
 27.928  21.277 453.036
 28.028  21.196 453.235
 28.128  21.116 453.433
 28.228  21.036 453.629
 28.328  20.956 453.824
 28.428  20.878 454.016
 28.529  20.800 454.208
 28.629  20.722 454.398
 28.729  20.645 454.586
 28.829  20.568 454.773
 28.929  20.492 454.959
 29.029  20.417 455.143
 29.129  20.342 455.325
 29.229  20.267 455.506
 29.329  20.193 455.686
 29.429  20.120 455.865
 29.530  20.047 456.042
 29.630  19.975 456.217
 29.730  19.903 456.392
 29.830  19.831 456.565
 29.930  19.760 456.737
 30.030  19.690 456.907
 30.130  19.620 457.076
 30.230  19.550 457.244
 30.330  19.481 457.411
 30.430  19.412 457.576
 30.531  19.344 457.741
 30.631  19.276 457.904
 30.731  19.209 458.066
 30.831  19.142 458.226
 30.931  19.076 458.386
 31.031  19.009 458.544
 31.131  18.944 458.701
 31.231  18.879 458.857
 31.331  18.814 459.012
 31.431  18.750 459.166
 31.532  18.686 459.319
 31.632  18.622 459.470
 31.732  18.559 459.621
 31.832  18.496 459.770
 31.932  18.434 459.919
 32.032  18.372 460.066
 32.132  18.311 460.213
 32.232  18.250 460.358
 32.332  18.189 460.502
 32.432  18.128 460.646
 32.533  18.068 460.788
 32.633  18.009 460.929
 32.733  17.950 461.070
 32.833  17.891 461.209
 32.933  17.832 461.348
 33.033  17.774 461.485
 33.133  17.716 461.622
 33.233  17.659 461.757
 33.333  17.602 461.892
 33.433  17.545 462.026
 33.534  17.489 462.159
 33.634  17.433 462.291
 33.734  17.377 462.422
 33.834  17.322 462.552
 33.934  17.267 462.682
 34.034  17.212 462.810
 34.134  17.157 462.938
 34.234  17.103 463.065
 34.334  17.050 463.191
 34.434  16.996 463.316
 34.535  16.943 463.441
 34.635  16.890 463.564
 34.735  16.838 463.687
 34.835  16.786 463.809
 34.935  16.734 463.930
 35.035  16.682 464.051
 35.135  16.631 464.170
 35.235  16.580 464.289
 35.335  16.529 464.407
 35.435  16.479 464.525
 35.536  16.429 464.642
 35.636  16.379 464.757
 35.736  16.330 464.873
 35.836  16.281 464.987
 35.936  16.232 465.101
 36.036  16.183 465.214
 36.136  16.135 465.326
 36.236  16.086 465.438
 36.336  16.039 465.549
 36.436  15.991 465.659
 36.537  15.944 465.769
 36.637  15.897 465.878
 36.737  15.850 465.986
 36.837  15.804 466.094
 36.937  15.757 466.201
 37.037  15.711 466.307
 37.137  15.666 466.412
 37.237  15.620 466.518
 37.337  15.575 466.622
 37.437  15.530 466.726
 37.538  15.485 466.829
 37.638  15.441 466.931
 37.738  15.397 467.033
 37.838  15.353 467.135
 37.938  15.309 467.235
 38.038  15.265 467.335
 38.138  15.222 467.435
 38.238  15.179 467.534
 38.338  15.136 467.632
 38.438  15.094 467.730
 38.539  15.051 467.827
 38.639  15.009 467.924
 38.739  14.967 468.020
 38.839  14.926 468.116
 38.939  14.884 468.211
 39.039  14.843 468.305
 39.139  14.802 468.399
 39.239  14.761 468.492
 39.339  14.721 468.585
 39.439  14.680 468.678
 39.540  14.640 468.769
 39.640  14.600 468.861
 39.740  14.560 468.951
 39.840  14.521 469.042
 39.940  14.481 469.131
 40.040  14.442 469.221
 40.140  14.403 469.309
 40.240  14.365 469.398
 40.340  14.326 469.485
 40.440  14.288 469.573
 40.541  14.250 469.659
 40.641  14.212 469.746
 40.741  14.174 469.832
 40.841  14.137 469.917
 40.941  14.099 470.002
 41.041  14.062 470.086
 41.141  14.025 470.170
 41.241  13.988 470.254
 41.341  13.952 470.337
 41.441  13.915 470.420
 41.542  13.879 470.502
 41.642  13.843 470.583
 41.742  13.807 470.665
 41.842  13.771 470.746
 41.942  13.736 470.826
 42.042  13.701 470.906
 42.142  13.665 470.986
 42.242  13.630 471.065
 42.342  13.596 471.144
 42.442  13.561 471.222
 42.543  13.526 471.300
 42.643  13.492 471.377
 42.743  13.458 471.454
 42.843  13.424 471.531
 42.943  13.390 471.607
 43.043  13.356 471.683
 43.143  13.323 471.759
 43.243  13.290 471.834
 43.343  13.256 471.909
 43.443  13.223 471.983
 43.544  13.191 472.057
 43.644  13.158 472.131
