# ALPHA_1 0.002
# ALPHA_2 0.001
# BETTA_1 0.004
# BETTA_2 0.001
# GAMMA_1 0.500
# GAMMA_2 0.500
# Y0 60.000
# Z0 200.000
# X_BEG 0.000
# X_END 100.000
# XDOTS_NUM 1000
# DX 0.100
  0.000  60.000 200.000
  0.100  60.346 203.592
  0.200  60.665 207.161
  0.300  60.956 210.705
  0.400  61.220 214.222
  0.501  61.457 217.710
  0.601  61.669 221.168
  0.701  61.855 224.594
  0.801  62.015 227.988
  0.901  62.152 231.348
  1.001  62.265 234.673
  1.101  62.355 237.963
  1.201  62.423 241.215
  1.301  62.469 244.431
  1.401  62.494 247.608
  1.502  62.499 250.746
  1.602  62.485 253.845
  1.702  62.452 256.904
  1.802  62.402 259.924
  1.902  62.334 262.903
  2.002  62.249 265.841
  2.102  62.149 268.739
  2.202  62.034 271.596
  2.302  61.904 274.412
  2.402  61.761 277.187
  2.503  61.605 279.922
  2.603  61.436 282.616
  2.703  61.256 285.270
  2.803  61.065 287.883
  2.903  60.863 290.456
  3.003  60.652 292.989
  3.103  60.431 295.483
  3.203  60.202 297.938
  3.303  59.964 300.354
  3.403  59.719 302.732
  3.504  59.467 305.071
  3.604  59.208 307.373
  3.704  58.943 309.638
  3.804  58.673 311.866
  3.904  58.397 314.058
  4.004  58.116 316.214
  4.104  57.830 318.335
  4.204  57.541 320.421
  4.304  57.248 322.472
  4.404  56.951 324.490
  4.505  56.652 326.475
  4.605  56.349 328.426
  4.705  56.045 330.346
  4.805  55.738 332.234
  4.905  55.429 334.090
  5.005  55.118 335.916
  5.105  54.807 337.712
  5.205  54.494 339.478
  5.305  54.180 341.214
  5.405  53.865 342.922
  5.506  53.550 344.602
  5.606  53.235 346.255
  5.706  52.920 347.880
  5.806  52.604 349.478
  5.906  52.289 351.050
  6.006  51.974 352.597
  6.106  51.659 354.118
  6.206  51.346 355.614
  6.306  51.033 357.086
  6.406  50.720 358.535
  6.507  50.409 359.959
  6.607  50.099 361.361
  6.707  49.790 362.741
  6.807  49.482 364.098
  6.907  49.175 365.433
  7.007  48.870 366.748
  7.107  48.566 368.041
  7.207  48.264 369.314
  7.307  47.964 370.567
  7.407  47.665 371.800
  7.508  47.368 373.013
  7.608  47.072 374.208
  7.708  46.779 375.384
  7.808  46.487 376.542
  7.908  46.197 377.682
  8.008  45.909 378.805
  8.108  45.623 379.910
  8.208  45.339 380.999
  8.308  45.057 382.071
  8.408  44.777 383.127
  8.509  44.499 384.166
  8.609  44.224 385.191
  8.709  43.950 386.199
  8.809  43.678 387.193
  8.909  43.408 388.172
  9.009  43.141 389.137
  9.109  42.876 390.087
  9.209  42.612 391.024
  9.309  42.351 391.947
  9.409  42.092 392.856
  9.510  41.835 393.753
  9.610  41.580 394.636
  9.710  41.328 395.507
  9.810  41.077 396.365
  9.910  40.829 397.212
 10.010  40.582 398.046
 10.110  40.338 398.868
 10.210  40.096 399.679
 10.310  39.856 400.479
 10.410  39.618 401.268
 10.511  39.382 402.045
 10.611  39.148 402.812
 10.711  38.917 403.569
 10.811  38.687 404.315
 10.911  38.459 405.051
 11.011  38.233 405.777
 11.111  38.010 406.493
 11.211  37.788 407.200
 11.311  37.568 407.898
 11.411  37.351 408.586
 11.512  37.135 409.265
 11.612  36.921 409.935
 11.712  36.709 410.596
 11.812  36.499 411.249
 11.912  36.291 411.893
 12.012  36.084 412.529
 12.112  35.880 413.157
 12.212  35.677 413.777
 12.312  35.476 414.389
 12.412  35.277 414.993
 12.513  35.080 415.590
 12.613  34.885 416.179
 12.713  34.691 416.761
 12.813  34.499 417.335
 12.913  34.309 417.902
 13.013  34.120 418.463
 13.113  33.933 419.016
 13.213  33.748 419.563
 13.313  33.565 420.103
 13.413  33.383 420.637
 13.514  33.203 421.164
 13.614  33.024 421.685
 13.714  32.847 422.200
 13.814  32.672 422.708
 13.914  32.498 423.211
 14.014  32.326 423.708
 14.114  32.155 424.198
 14.214  31.986 424.684
 14.314  31.818 425.163
 14.414  31.652 425.637
 14.515  31.487 426.106
 14.615  31.323 426.569
 14.715  31.162 427.027
