# ALPHA_1 0.002
# ALPHA_2 0.001
# BETTA_1 0.004
# BETTA_2 0.001
# GAMMA_1 0.500
# GAMMA_2 0.500
# Y0 200.000
# Z0 200.000
# X_BEG 0.000
# X_END 100.000
# XDOTS_NUM 1000
# DX 0.100
  0.000 200.000 200.000
  0.100 190.619 198.216
  0.200 182.350 196.827
  0.300 175.005 195.776
  0.400 168.439 195.019
  0.501 162.534 194.519
  0.601 157.195 194.247
  0.701 152.345 194.175
  0.801 147.918 194.284
  0.901 143.860 194.554
  1.001 140.128 194.970
  1.101 136.682 195.517
  1.201 133.489 196.184
  1.301 130.523 196.960
  1.401 127.758 197.837
  1.502 125.174 198.805
  1.602 122.753 199.858
  1.702 120.478 200.989
  1.802 118.337 202.193
  1.902 116.316 203.462
  2.002 114.404 204.794
  2.102 112.593 206.183
  2.202 110.873 207.626
  2.302 109.236 209.118
  2.402 107.676 210.656
  2.503 106.187 212.237
  2.603 104.762 213.858
  2.703 103.398 215.517
  2.803 102.088 217.210
  2.903 100.830 218.935
  3.003  99.619 220.689
  3.103  98.452 222.472
  3.203  97.326 224.279
  3.303  96.238 226.111
  3.403  95.186 227.964
  3.504  94.166 229.837
  3.604  93.177 231.729
  3.704  92.217 233.637
  3.804  91.284 235.561
  3.904  90.376 237.498
  4.004  89.492 239.447
  4.104  88.631 241.407
  4.204  87.790 243.377
  4.304  86.969 245.356
  4.404  86.166 247.341
  4.505  85.381 249.333
  4.605  84.613 251.330
  4.705  83.860 253.330
  4.805  83.122 255.333
  4.905  82.398 257.338
  5.005  81.688 259.345
  5.105  80.990 261.351
  5.205  80.304 263.356
  5.305  79.630 265.359
  5.405  78.967 267.360
  5.506  78.314 269.358
  5.606  77.672 271.351
  5.706  77.039 273.340
  5.806  76.415 275.323
  5.906  75.800 277.300
  6.006  75.193 279.270
  6.106  74.595 281.232
  6.206  74.004 283.187
  6.306  73.421 285.133
  6.406  72.845 287.070
  6.507  72.277 288.997
  6.607  71.715 290.914
  6.707  71.160 292.821
  6.807  70.612 294.716
  6.907  70.069 296.601
  7.007  69.533 298.473
  7.107  69.003 300.333
  7.207  68.478 302.180
  7.307  67.960 304.015
  7.407  67.446 305.836
  7.508  66.938 307.644
  7.608  66.436 309.438
  7.708  65.938 311.217
  7.808  65.446 312.983
  7.908  64.959 314.734
  8.008  64.476 316.470
  8.108  63.999 318.192
  8.208  63.526 319.898
  8.308  63.058 321.589
  8.408  62.594 323.265
  8.509  62.135 324.925
  8.609  61.680 326.570
  8.709  61.230 328.199
  8.809  60.784 329.812
  8.909  60.342 331.409
  9.009  59.904 332.991
  9.109  59.471 334.556
  9.209  59.042 336.105
