# ALPHA_1 0.002
# ALPHA_2 0.001
# BETTA_1 0.004
# BETTA_2 0.001
# GAMMA_1 0.500
# GAMMA_2 0.500
# Y0 66.000
# Z0 200.000
# X_BEG 0.000
# X_END 100.000
# XDOTS_NUM 1000
# DX 0.100
  0.000  66.000 200.000
  0.100  66.224 203.353
  0.200  66.421 206.684
  0.300  66.592 209.993
  0.400  66.737 213.277
  0.501  66.856 216.536
  0.601  66.951 219.768
  0.701  67.023 222.974
  0.801  67.072 226.151
  0.901  67.098 229.299
  1.001  67.103 232.417
  1.101  67.087 235.504
  1.201  67.051 238.561
  1.301  66.997 241.586
  1.401  66.923 244.578
  1.502  66.832 247.539
  1.602  66.725 250.466
  1.702  66.601 253.359
  1.802  66.461 256.219
  1.902  66.307 259.046
  2.002  66.139 261.838
  2.102  65.958 264.596
  2.202  65.764 267.320
  2.302  65.558 270.010
  2.402  65.341 272.665
  2.503  65.113 275.286
  2.603  64.875 277.872
  2.703  64.628 280.425
  2.803  64.372 282.943
  2.903  64.107 285.427
  3.003  63.835 287.878
  3.103  63.555 290.294
  3.203  63.269 292.678
  3.303  62.976 295.028
  3.403  62.677 297.345
  3.504  62.373 299.630
  3.604  62.064 301.882
  3.704  61.750 304.102
  3.804  61.432 306.290
  3.904  61.110 308.446
  4.004  60.785 310.571
  4.104  60.457 312.665
  4.204  60.126 314.729
  4.304  59.792 316.762
  4.404  59.456 318.766
  4.505  59.119 320.739
  4.605  58.779 322.684
  4.705  58.439 324.600
  4.805  58.097 326.487
  4.905  57.754 328.347
  5.005  57.410 330.178
  5.105  57.066 331.982
  5.205  56.722 333.760
  5.305  56.378 335.510
  5.405  56.033 337.235
  5.506  55.689 338.933
  5.606  55.346 340.606
  5.706  55.003 342.254
  5.806  54.660 343.878
  5.906  54.319 345.477
  6.006  53.978 347.051
  6.106  53.638 348.603
  6.206  53.300 350.131
  6.306  52.962 351.636
  6.406  52.627 353.119
  6.507  52.292 354.579
  6.607  51.959 356.018
  6.707  51.628 357.435
  6.807  51.298 358.831
  6.907  50.970 360.206
  7.007  50.644 361.560
  7.107  50.320 362.895
  7.207  49.998 364.210
  7.307  49.678 365.505
  7.407  49.359 366.781
  7.508  49.043 368.039
  7.608  48.729 369.277
  7.708  48.417 370.498
  7.808  48.107 371.701
  7.908  47.799 372.886
  8.008  47.494 374.053
  8.108  47.190 375.204
  8.208  46.889 376.338
  8.308  46.591 377.456
  8.408  46.294 378.557
  8.509  46.000 379.643
  8.609  45.708 380.713
  8.709  45.418 381.767
  8.809  45.131 382.807
  8.909  44.846 383.831
  9.009  44.564 384.841
  9.109  44.283 385.837
  9.209  44.005 386.818
  9.309  43.730 387.786
  9.409  43.456 388.740
  9.510  43.185 389.681
  9.610  42.917 390.609
  9.710  42.650 391.523
  9.810  42.386 392.425
  9.910  42.124 393.315
 10.010  41.865 394.192
 10.110  41.608 395.057
